,new team,stars,year
3267,Albany,6.7,2019
3268,Alcorn State,2.0,2019
3269,American International,4.0,2019
3270,Andrew College,2.0,2019
3271,Angelo State,6.0,2019
3272,Appalachian State,2.0,2019
3273,Arizona,11.7,2019
3274,Arizona Western College,6.0,2019
3275,Arkansas,13.8,2019
3276,Arkansas State,5.3,2019
3277,Arkansas Tech,10.0,2019
3278,Arkansas–Fort Smith,2.0,2019
3279,Auburn–Montgomery,4.0,2019
3280,Augsburg University,2.0,2019
3281,Augusta,2.0,2019
3282,Austin Peay,4.0,2019
3283,Babson College,2.0,2019
3284,Barry,4.0,2019
3285,Barton,2.0,2019
3286,Baylor,4.0,2019
3287,Bellarmine,3.0,2019
3288,Belmont,2.5,2019
3289,Benedictine University at Mesa,2.0,2019
3290,Bethel University,2.0,2019
3291,Bethune–Cookman,4.0,2019
3292,Binghamton,5.0,2019
3293,Biola,4.0,2019
3294,Blinn College,4.0,2019
3295,Bob Jones University,2.0,2019
3296,Boise State,13.0,2019
3297,Bossier Parish Community College,8.0,2019
3298,Boston College,9.0,2019
3299,Bowling Green,2.3,2019
3300,Bradley,6.0,2019
3301,Brigham Young,10.7,2019
3302,Broward College,2.0,2019
3303,Brunswick Community College,2.0,2019
3304,Buffalo,5.0,2019
3305,Butler,3.0,2019
3306,Butler Community College,2.0,2019
3307,Cal Poly,5.0,2019
3308,Cal State Bakersfield,4.0,2019
3309,Cal State East Bay,2.0,2019
3310,Cal State Fullerton,5.0,2019
3311,Cal State Los Angeles,2.0,2019
3312,Cal State Monterey Bay,2.0,2019
3313,Cal State Northridge,3.0,2019
3314,Cal State San Bernardino,4.0,2019
3315,California,2.0,2019
3316,California Baptist,4.0,2019
3317,Camden County College,2.0,2019
3318,Campbell,2.0,2019
3319,Campbellsville University,2.0,2019
3320,Canisius,4.0,2019
3321,Cape Fear Community College,2.0,2019
3322,Carleton University,4.0,2019
3323,Carson–Newman,10.0,2019
3324,Catawba,4.0,2019
3325,Central Arkansas,2.0,2019
3326,Central Michigan,2.0,2019
3327,Central Missouri,4.0,2019
3328,Central Oklahoma,4.7,2019
3329,Central Washington,5.0,2019
3330,Chadron State,2.0,2019
3331,Chaminade,7.7,2019
3332,Charleston,2.0,2019
3333,Charlotte,7.0,2019
3334,Chattanooga,10.3,2019
3335,Chattanooga State Community College,2.0,2019
3336,Chipola College,8.0,2019
3337,Christopher Newport University,2.0,2019
3338,Cincinnati,8.7,2019
3339,City College of San Francisco,6.7,2019
3340,Clarendon College,4.0,2019
3341,Clarion,2.0,2019
3342,Clark Atlanta,2.0,2019
3343,Clemson,13.7,2019
3344,Cleveland State,2.0,2019
3345,Colby College,2.0,2019
3346,Colgate,2.0,2019
3347,College of Central Florida,2.0,2019
3348,College of Coastal Georgia,2.0,2019
3349,Collin College,8.0,2019
3350,Colorado Christian,2.0,2019
3351,Colorado Colorado Springs,2.0,2019
3352,Colorado Mesa,2.0,2019
3353,Colorado State,6.0,2019
3354,Colorado State–Pueblo,4.0,2019
3355,Columbia State Community College,2.0,2019
3356,Concordia (OR),2.0,2019
3357,Concordia Irvine,4.0,2019
3358,Concordia St. Paul,2.0,2019
3359,Connecticut,3.0,2019
3360,Coppin State,9.0,2019
3361,Cornell,2.0,2019
3362,Cornerstone University,2.0,2019
3363,Cowley College,2.0,2019
3364,Creighton,7.0,2019
3365,Cumberland University,2.0,2019
3366,Dallas Baptist,4.0,2019
3367,Dalton State College,2.0,2019
3368,Danville Area Community College,2.0,2019
3369,Davenport,2.0,2019
3370,Dayton,3.0,2019
3371,Daytona State College,2.0,2019
3372,DePaul,8.0,2019
3373,Delaware,5.3,2019
3374,Delta State,2.0,2019
3375,Detroit Mercy,6.0,2019
3376,Diablo Valley College,2.0,2019
3377,Dickinson College,2.0,2019
3378,Dominican (CA),2.0,2019
3379,Drake,2.5,2019
3380,Drury,2.0,2019
3381,Duquesne,2.0,2019
3382,ETSU,4.0,2019
3383,Eastern Florida State College,2.0,2019
3384,Eastern Illinois,2.0,2019
3385,Eastern Kentucky,2.5,2019
3386,Eastern Michigan,2.0,2019
3387,Elizabeth City State,2.0,2019
3388,Elon,5.3,2019
3389,Embry–Riddle,2.0,2019
3390,Evansville,2.0,2019
3391,Everett Community College,2.0,2019
3392,Fairfield,6.0,2019
3393,Fairleigh Dickinson,2.0,2019
3394,Fayetteville State,4.0,2019
3395,Ferris State,2.0,2019
3396,Flagler,2.0,2019
3397,Florida,7.7,2019
3398,Florida Atlantic,2.0,2019
3399,Florida Gulf Coast,2.0,2019
3400,Florida International,3.7,2019
3401,Florida Memorial University,2.0,2019
3402,Florida SouthWestern State College,4.0,2019
3403,Florida Southern,4.0,2019
3404,Florida State,2.0,2019
3405,Florida Tech,2.0,2019
3406,Fort Lewis,4.3,2019
3407,Fort Valley State,2.0,2019
3408,Francis Marion,2.0,2019
3409,Fresno Pacific,2.0,2019
3410,Fresno State,2.0,2019
3411,Fullerton College,4.0,2019
3412,GCU,13.0,2019
3413,Gannon,3.0,2019
3414,George Washington,6.0,2019
3415,Georgetown,2.0,2019
3416,Georgetown College,4.0,2019
3417,Georgia,2.0,2019
3418,Georgia College,2.0,2019
3419,Georgia Southern,2.0,2019
3420,Georgia Southwestern,2.0,2019
3421,Georgia State,4.0,2019
3422,Georgia Tech,5.3,2019
3423,Glenville State,2.0,2019
3424,Goldey–Beacom,2.0,2019
3425,Gonzaga,6.0,2019
3426,Gordon State College,2.0,2019
3427,Grambling State,2.0,2019
3428,Grand Valley State,9.6,2019
3429,Grayson College,4.0,2019
3430,Green Bay,2.0,2019
3431,Gulf Coast State College,2.0,2019
3432,Hampden–Sydney College,2.0,2019
3433,Harcum College,2.0,2019
3434,Harding,2.0,2019
3435,Hartford,11.0,2019
3436,Hastings College,2.0,2019
3437,Hawaii Pacific,2.0,2019
3438,Hawaii–Hilo,2.0,2019
3439,Highland Community College,2.0,2019
3440,Hinds Community College,3.3,2019
3441,Hofstra,2.0,2019
3442,Holy Family,2.0,2019
3443,Hope International University,2.0,2019
3444,Houston,6.7,2019
3445,Howard College,8.0,2019
3446,Humboldt State,7.5,2019
3447,Huntington University,2.0,2019
3448,IUPUI,5.0,2019
3449,Idaho,6.0,2019
3450,Idaho State,2.0,2019
3451,Illinois,2.0,2019
3452,Illinois State,4.0,2019
3453,Illinois Wesleyan University,2.0,2019
3454,Independence Community College,4.0,2019
3455,Indian Hills Community College,10.0,2019
3456,Indiana,4.0,2019
3457,Indiana (PA),8.0,2019
3458,Indiana Wesleyan University,2.0,2019
3459,Indianapolis,4.0,2019
3460,Iona,5.7,2019
3461,Iowa,3.0,2019
3462,Iowa State,5.5,2019
3463,Iowa Western Community College,12.0,2019
3464,Jackson State,8.0,2019
3465,Jacksonville,6.0,2019
3466,Jacksonville State,4.0,2019
3467,Jefferson,2.0,2019
3468,John A. Logan College,5.3,2019
3469,John Jay College of Criminal Justice,2.0,2019
3470,Kansas,3.5,2019
3471,Kansas City,8.5,2019
3472,Keiser University,4.0,2019
3473,Kennesaw State,6.0,2019
3474,Kent State,5.0,2019
3475,Kentucky,2.0,2019
3476,Kentucky State,6.0,2019
3477,Kentucky Wesleyan,6.0,2019
3478,Kilgore College,2.0,2019
3479,Kirkwood Community College,2.0,2019
3480,LIU,9.0,2019
3481,LSU,2.0,2019
3482,La Salle,10.0,2019
3483,Lamar,3.0,2019
3484,Lane,2.0,2019
3485,Lawrence University,2.0,2019
3486,Le Moyne,4.0,2019
3487,Lewis & Clark College,2.0,2019
3488,Life University,6.0,2019
3489,Limestone,2.0,2019
3490,Lincoln (MO),6.0,2019
3491,Lincoln Memorial,2.0,2019
3492,Lindenwood,2.0,2019
3493,Lindsey Wilson College,2.0,2019
3494,Linn–Benton Community College,2.0,2019
3495,Little Rock,3.0,2019
3496,Long Beach State,2.0,2019
3497,Longwood,2.0,2019
3498,Louisiana,2.0,2019
3499,Louisiana State University Eunice,2.0,2019
3500,Louisiana State University Shreveport,4.0,2019
3501,Louisiana State University in Shreveport,2.0,2019
3502,Louisiana Tech,2.0,2019
3503,Louisiana–Monroe,2.0,2019
3504,Louisville,5.0,2019
3505,Loyola Chicago,2.0,2019
3506,Loyola University New Orleans,5.5,2019
3507,Lubbock Christian,2.0,2019
3508,Lynn,4.0,2019
3509,Marian University,4.3,2019
3510,Marist,3.0,2019
3511,Marquette,4.0,2019
3512,Marshall,2.0,2019
3513,Maryland Eastern Shore,2.0,2019
3514,Maryville,6.0,2019
3515,Massachusetts,2.0,2019
3516,McCook Community College,2.0,2019
3517,McKendree,2.0,2019
3518,McLennan Community College,2.0,2019
3519,McMaster University,2.0,2019
3520,McNeese State,9.0,2019
3521,Memorial University of Newfoundland,2.0,2019
3522,Memphis,3.3,2019
3523,Mercer,8.0,2019
3524,Mercyhurst,4.0,2019
3525,Miami,6.3,2019
3526,Miami (OH),2.0,2019
3527,Miami Dade College,4.0,2019
3528,Michigan State,4.3,2019
3529,Middle Georgia State University,2.0,2019
3530,Middle Tennessee,11.0,2019
3531,Midwestern State,2.0,2019
3532,Miles,2.0,2019
3533,Milwaukee,6.0,2019
3534,Mineral Area College,2.0,2019
3535,Minnesota,2.0,2019
3536,Minnesota State,2.0,2019
3537,Minnesota–Duluth,5.3,2019
3538,Mississippi College,2.0,2019
3539,Mississippi State,2.0,2019
3540,Missouri Southern,2.0,2019
3541,Missouri State,2.0,2019
3542,Missouri State University–West Plains,4.0,2019
3543,Missouri Western,2.0,2019
3544,Missouri–St. Louis,2.0,2019
3545,Moberly Area Community College,2.0,2019
3546,Modesto Junior College,2.0,2019
3547,Monmouth,2.0,2019
3548,Montana,6.5,2019
3549,Montana State,4.0,2019
3550,Montevallo,2.0,2019
3551,Montreat College,2.0,2019
3552,Morehead State,2.0,2019
3553,Morgan State,8.7,2019
3554,Mott Community College,3.0,2019
3555,NC State,8.7,2019
3556,Navarro College,2.0,2019
3557,Nebraska,14.0,2019
3558,Nevada,12.0,2019
3559,New Mexico,8.0,2019
3560,New Mexico Highlands,2.0,2019
3561,New Mexico Junior College,8.0,2019
3562,New Mexico Military Institute,2.0,2019
3563,New Mexico State,7.5,2019
3564,New Orleans,3.0,2019
3565,Newman,7.0,2019
3566,Niagara,4.0,2019
3567,Nicholls State,6.0,2019
3568,Norfolk State,2.0,2019
3569,North Carolina,4.0,2019
3570,North Carolina Central,7.0,2019
3571,North Florida,2.0,2019
3572,North Georgia,4.0,2019
3573,North Greenville,2.0,2019
3574,North Idaho College,2.0,2019
3575,North Lake College,2.0,2019
3576,North Texas,2.0,2019
3577,Northeast Mississippi Community College,4.0,2019
3578,Northeastern,2.0,2019
3579,Northeastern Oklahoma A&M College,2.0,2019
3580,Northern Arizona,2.0,2019
3581,Northern Colorado,2.5,2019
3582,Northern Illinois,3.0,2019
3583,Northern Kentucky,2.0,2019
3584,Northwest Florida State College,12.0,2019
3585,Northwest Nazarene,3.0,2019
3586,Northwestern,2.0,2019
3587,Northwestern Oklahoma State,2.0,2019
3588,Northwestern State,2.0,2019
3589,Notre Dame,4.0,2019
3590,Notre Dame (OH),2.0,2019
3591,Notre Dame de Namur,2.0,2019
3592,Nova Southeastern,4.0,2019
3593,Nyack,2.0,2019
3594,Oakland,2.0,2019
3595,Odessa College,6.0,2019
3596,Ohio,3.0,2019
3597,Ohio State,4.0,2019
3598,Oklahoma Baptist,2.0,2019
3599,Oklahoma Christian,2.0,2019
3600,Oklahoma State,3.0,2019
3601,Old Dominion,4.0,2019
3602,Ole Miss,2.0,2019
3603,Olney Central College,2.0,2019
3604,Omaha,2.0,2019
3605,Oral Roberts,4.0,2019
3606,Oregon,9.0,2019
3607,Otero Junior College,2.0,2019
3608,Otterbein University,2.0,2019
3609,Our Lady of the Lake University,2.0,2019
3610,Pacific,6.0,2019
3611,Palm Beach State College,10.0,2019
3612,Panola College,2.0,2019
3613,Paris Junior College,2.0,2019
3614,Pearl River Community College,7.0,2019
3615,Penn State,4.0,2019
3616,Pine Manor College,2.0,2019
3617,Pittsburg State,2.0,2019
3618,Pittsburgh,4.7,2019
3619,Point Loma Nazarene,2.0,2019
3620,Porterville College,2.0,2019
3621,Portland,4.0,2019
3622,Portland State,14.0,2019
3623,Prairie View A&M,2.0,2019
3624,Pratt Community College,2.0,2019
3625,Providence,9.3,2019
3626,Purdue,2.0,2019
3627,Purdue Fort Wayne,3.0,2019
3628,Purdue Northwest,2.0,2019
3629,Queens (NC),4.0,2019
3630,Quinnipiac,3.7,2019
3631,Radford,9.0,2019
3632,Ramapo College of New Jersey,2.0,2019
3633,Ranger College,6.0,2019
3634,Regis,2.7,2019
3635,Rhode Island,2.0,2019
3636,Rice,5.0,2019
3637,Richmond,2.0,2019
3638,Rider,2.0,2019
3639,Rio Hondo College,2.0,2019
3640,Rogers State,8.0,2019
3641,Rollins,6.0,2019
3642,Rutgers,2.0,2019
3643,SIUE,2.0,2019
3644,SMU,10.7,2019
3645,Sacramento State,2.7,2019
3646,Saddleback College,2.0,2019
3647,Saginaw Valley State,4.0,2019
3648,Saint Joseph's,8.5,2019
3649,Saint Leo,2.0,2019
3650,Saint Louis,4.0,2019
3651,Saint Mary's,2.5,2019
3652,Salt Lake Community College,16.5,2019
3653,Sam Houston State,4.0,2019
3654,Samford,4.0,2019
3655,San Bernardino Valley College,2.0,2019
3656,San Diego,4.0,2019
3657,San Diego State,5.0,2019
3658,San Francisco,3.0,2019
3659,San Francisco State,2.0,2019
3660,Santa Fe College,2.0,2019
3661,Santa Monica College,2.0,2019
3662,Sauk Valley Community College,2.0,2019
3663,Seattle,2.5,2019
3664,Seattle Pacific,2.0,2019
3665,Seton Hall,2.0,2019
3666,Seward County Community College,2.0,2019
3667,Shelton State Community College,2.0,2019
3668,Shippensburg,2.0,2019
3669,Shorter,2.0,2019
3670,Siena,5.0,2019
3671,Sinclair Community College,2.0,2019
3672,Slippery Rock,2.0,2019
3673,Snead State Community College,2.0,2019
3674,Sonoma State,2.0,2019
3675,South Alabama,9.0,2019
3676,South Carolina,6.0,2019
3677,South Carolina State,4.5,2019
3678,South Dakota,6.0,2019
3679,South Dakota State,2.0,2019
3680,South Plains College,11.0,2019
3681,Southeast Missouri State,2.0,2019
3682,Southeastern Louisiana,2.0,2019
3683,Southeastern University,2.0,2019
3684,Southern,8.5,2019
3685,Southern Connecticut State,4.0,2019
3686,Southern Illinois,14.1,2019
3687,Southern Indiana,4.7,2019
3688,Southern Miss,2.0,2019
3689,Southern Nazarene,2.0,2019
3690,Southern New Hampshire,2.0,2019
3691,Southern Utah,2.0,2019
3692,Southwest Mississippi Community College,4.0,2019
3693,Southwestern Christian University,2.0,2019
3694,Southwestern College,2.0,2019
3695,Spring Hill,2.0,2019
3696,St. Bonaventure,2.0,2019
3697,St. Edward's,2.0,2019
3698,St. Francis (PA),2.0,2019
3699,St. Francis Brooklyn,3.0,2019
3700,St. John's,7.7,2019
3701,St. Mary's (TX),4.0,2019
3702,St. Thomas University,7.0,2019
3703,Stanislaus State,4.0,2019
3704,State Fair Community College,4.0,2019
3705,State University of New York at Oswego,2.0,2019
3706,Stetson,5.3,2019
3707,Stillman College,3.3,2019
3708,Stonehill,4.0,2019
3709,Stony Brook,2.0,2019
3710,TCU,12.3,2019
3711,Talladega College,2.0,2019
3712,Tallahassee Community College,14.3,2019
3713,Tampa,2.5,2019
3714,Tarleton State,4.0,2019
3715,Temple,7.0,2019
3716,Tennessee,6.0,2019
3717,Tennessee State,5.0,2019
3718,Tennessee Tech,2.0,2019
3719,Texas A&M–Corpus Christi,2.0,2019
3720,Texas A&M–Kingsville,2.0,2019
3721,Texas Lutheran University,2.0,2019
3722,Texas Southern,17.0,2019
3723,Texas State,2.0,2019
3724,Texas Tech,9.0,2019
3725,Texas–Permian Basin,12.0,2019
3726,Texas–Rio Grande Valley,4.0,2019
3727,The Catholic University of America,2.0,2019
3728,The Citadel,4.0,2019
3729,The College of Wooster,2.0,2019
3730,The University of British Columbia,2.0,2019
3731,Three Rivers College,2.0,2019
3732,Toledo,4.0,2019
3733,Tougaloo College,2.0,2019
3734,Towson,6.7,2019
3735,Trevecca Nazarene,2.0,2019
3736,Trinity Valley Community College,5.0,2019
3737,Triton College,7.0,2019
3738,Tulane,13.0,2019
3739,Tulsa,5.0,2019
3740,UAB,2.0,2019
3741,UC Riverside,6.0,2019
3742,UC San Diego,6.0,2019
3743,UC Santa Barbara,4.5,2019
3744,UCF,13.3,2019
3745,UMBC,4.0,2019
3746,UNC Pembroke,2.0,2019
3747,UNCW,7.5,2019
3748,UNLV,16.3,2019
3749,USC,6.0,2019
3750,UT Arlington,6.5,2019
3751,UT Martin,7.0,2019
3752,UT Tyler,5.0,2019
3753,UTEP,10.0,2019
3754,University of Antelope Valley,2.0,2019
3755,University of Calgary,2.0,2019
3756,University of Maine at Farmington,2.0,2019
3757,University of Mount Union,2.0,2019
3758,University of Redlands,2.0,2019
3759,University of Science and Arts of Oklahoma,2.0,2019
3760,University of Toronto,3.0,2019
3761,University of Wisconsin–River Falls,2.0,2019
3762,University of the Cumberlands,4.0,2019
3763,Utah State,3.0,2019
3764,Utah Valley,11.0,2019
3765,Vanderbilt,6.3,2019
3766,Vanguard University of Southern California,4.0,2019
3767,Vermont,7.0,2019
3768,Villanova,2.0,2019
3769,Vincennes University,2.0,2019
3770,Virginia,3.7,2019
3771,Virginia State,6.0,2019
3772,Virginia Tech,4.0,2019
3773,Virginia Union,2.0,2019
3774,Wagner,7.0,2019
3775,Wake Forest,2.0,2019
3776,Wallace State Community College,2.0,2019
3777,Walsh,2.0,2019
3778,Walters State Community College,2.0,2019
3779,Washington,9.0,2019
3780,Washington Adventist University,2.0,2019
3781,Washington State,8.0,2019
3782,Wayne State (MI),6.0,2019
3783,Weber State,2.0,2019
3784,West Alabama,2.0,2019
3785,West Chester,3.5,2019
3786,West Texas A&M,2.0,2019
3787,West Virginia,2.0,2019
3788,West Virginia State,2.0,2019
3789,Western Kentucky,9.3,2019
3790,Western Nebraska Community College,4.0,2019
3791,Western New Mexico,2.0,2019
3792,William & Mary,4.0,2019
3793,William Carey University,6.0,2019
3794,William Penn University,2.0,2019
3795,Winston-Salem State,9.3,2019
3796,Winthrop,8.0,2019
3797,Wisconsin,3.3,2019
3798,Wisconsin–Parkside,2.0,2019
3799,Wright State,9.0,2019
3800,Xavier,4.0,2019
3801,York College of Pennsylvania,4.0,2019
3802,York University,2.0,2019
3803,Young Harris,2.0,2019
3804,Youngstown State,3.0,2019
3805,Adelphi,2.0,2020
3806,Akron,2.0,2020
3807,Alabama,5.3,2020
3808,Alabama A&M,2.0,2020
3809,Alabama–Huntsville,2.0,2020
3810,Alaska,7.5,2020
3811,Albany,6.0,2020
3812,Alcorn State,6.0,2020
3813,Alderson Broaddus,2.7,2020
3814,American International,2.0,2020
3815,Angelo State,2.0,2020
3816,Appalachian State,4.0,2020
3817,Arizona,6.0,2020
3818,Arizona State,6.0,2020
3819,Arizona Western College,2.0,2020
3820,Arkansas,11.7,2020
3821,Arkansas Tech,6.0,2020
3822,Arkansas–Monticello,6.0,2020
3823,Ashland,2.0,2020
3824,Assumption,2.0,2020
3825,Auburn–Montgomery,5.0,2020
3826,Augsburg University,2.0,2020
3827,Augusta,2.0,2020
3828,Austin Peay,6.5,2020
3829,Azusa Pacific,4.0,2020
3830,Ball State,7.0,2020
3831,Barry,6.0,2020
3832,Bellarmine,2.0,2020
3833,Bellevue College,2.0,2020
3834,Belmont Abbey,2.0,2020
3835,Bemidji State,4.0,2020
3836,Benedict,2.0,2020
3837,Benedictine University at Mesa,3.3,2020
3838,Bethel College,2.0,2020
3839,Bethel University,2.0,2020
3840,Bethune–Cookman,2.0,2020
3841,Binghamton,8.0,2020
3842,Black Hills State,2.0,2020
3843,Blinn College,4.0,2020
3844,Boise State,6.0,2020
3845,Bossier Parish Community College,2.0,2020
3846,Boston College,9.0,2020
3847,Bowie State,6.0,2020
3848,Bradley,2.0,2020
3849,Bridgewater College,2.0,2020
3850,Brigham Young,6.0,2020
3851,Brock University,2.0,2020
3852,Bryant,10.8,2020
3853,Bucknell,2.0,2020
3854,Buffalo,2.0,2020
3855,Butler,4.7,2020
3856,Butler Community College,5.0,2020
3857,Cal Poly,2.0,2020
3858,Cal State Bakersfield,2.0,2020
3859,Cal State Dominguez Hills,4.7,2020
3860,Cal State Fullerton,5.3,2020
3861,Cal State Los Angeles,10.7,2020
3862,Cal State Monterey Bay,2.0,2020
3863,Cal State Northridge,7.3,2020
3864,Cal State San Bernardino,6.0,2020
3865,Cal State San Marcos,6.0,2020
3866,California,6.0,2020
3867,California Baptist,13.8,2020
3868,Campbellsville University,4.0,2020
3869,Carleton University,2.0,2020
3870,Carson–Newman,2.0,2020
3871,Catawba,4.0,2020
3872,Central Arizona College,2.0,2020
3873,Central Arkansas,2.0,2020
3874,Central Baptist College,2.0,2020
3875,Central Michigan,2.0,2020
3876,Central Missouri,6.0,2020
3877,Central State,2.0,2020
3878,Central Washington,4.0,2020
3879,Chaminade,4.0,2020
3880,Chapman University,2.0,2020
3881,Charleston,4.0,2020
3882,Charlotte,4.0,2020
3883,Chattanooga,9.0,2020
3884,Chestnut Hill,4.0,2020
3885,Chicago State,2.0,2020
3886,Christian Brothers,2.0,2020
3887,Cincinnati,7.7,2020
3888,Claflin,5.0,2020
3889,Clarendon College,4.0,2020
3890,Clark Atlanta,4.0,2020
3891,Clayton State,4.0,2020
3892,Coastal Alabama Community College Bay Minette,2.0,2020
3893,Coastal Carolina,4.0,2020
3894,Coker,2.0,2020
3895,Colgate,3.0,2020
3896,College of Charleston,5.0,2020
3897,College of Idaho,2.0,2020
3898,College of Southern Idaho,2.0,2020
3899,Collin College,4.0,2020
3900,Colorado,2.7,2020
3901,Colorado Northwestern Community College,2.0,2020
3902,Colorado State–Pueblo,4.0,2020
3903,Columbia,2.0,2020
3904,Columbus State,2.5,2020
3905,Concord,2.0,2020
3906,Concordia St. Paul,4.0,2020
3907,Connecticut,2.0,2020
3908,Coppin State,4.0,2020
3909,Creighton,3.5,2020
3910,Cumberland University,2.0,2020
3911,Dakota State University,2.0,2020
3912,Davenport,2.0,2020
3913,Dayton,4.0,2020
3914,DePaul,16.0,2020
3915,Delaware,4.0,2020
3916,Delaware State,3.3,2020
3917,Denver,2.0,2020
3918,Des Moines Area Community College,2.0,2020
3919,Detroit Mercy,12.7,2020
3920,Dixie State,4.0,2020
3921,Drake,4.0,2020
3922,Drexel,4.0,2020
3923,Duke,2.0,2020
3924,ETSU,11.0,2020
3925,East Carolina,2.0,2020
3926,East Central,2.0,2020
3927,East Los Angeles College,2.0,2020
3928,Eastern Florida State College,2.0,2020
3929,Eastern Illinois,4.0,2020
3930,Eastern Kentucky,5.3,2020
3931,Eastern Michigan,7.5,2020
3932,Eckerd,2.0,2020
3933,Edinboro,2.0,2020
3934,Elizabeth City State,2.0,2020
3935,Elon,2.0,2020
3936,Embry–Riddle Aeronautical University (Arizona),2.0,2020
3937,Evansville,5.0,2020
3938,Fairfield,4.0,2020
3939,Fairmont State,4.0,2020
3940,Faulkner University,2.0,2020
3941,Fayetteville State,7.0,2020
3942,Flagler,5.0,2020
3943,Florida,3.0,2020
3944,Florida A&M,2.0,2020
3945,Florida Atlantic,2.0,2020
3946,Florida Gulf Coast,4.0,2020
3947,Florida International,2.0,2020
3948,Florida Memorial University,6.0,2020
3949,Florida National University,2.0,2020
3950,Florida SouthWestern State College,4.0,2020
3951,Florida Southern,2.0,2020
3952,Florida Tech,2.0,2020
3953,Francis Marion,4.0,2020
3954,Fresno Pacific,2.0,2020
3955,Fresno State,9.7,2020
3956,Fullerton College,2.0,2020
3957,GCU,6.0,2020
3958,Gadsden State Community College,2.0,2020
3959,Gannon,2.0,2020
3960,Garden City Community College,7.0,2020
3961,George Washington,14.0,2020
3962,Georgetown,6.7,2020
3963,Georgetown College,6.0,2020
3964,Georgia,6.0,2020
3965,Georgia Highlands College,5.0,2020
3966,Georgia Southern,15.0,2020
3967,Georgia Southwestern,2.0,2020
3968,Georgia State,4.0,2020
3969,Georgia Tech,6.0,2020
3970,Glenville State,2.0,2020
3971,Gonzaga,6.0,2020
3972,Graceland University,2.0,2020
3973,Grambling State,4.0,2020
3974,Grand Valley State,2.0,2020
3975,Grayson College,2.0,2020
3976,Green Bay,4.0,2020
3977,Gulf Coast State College,2.0,2020
3978,Hampton,10.8,2020
3979,Hartford,2.0,2020
3980,Hawaii,6.0,2020
3981,Henderson State,4.0,2020
3982,High Point,2.0,2020
3983,Hill College,2.0,2020
3984,Holy Cross,2.0,2020
3985,Hope College,2.0,2020
3986,Hope International University,2.0,2020
3987,Houston,4.0,2020
3988,Howard,8.0,2020
3989,Humboldt State,4.0,2020
3990,Huntington University,2.0,2020
3991,Hutchinson Community College,2.0,2020
3992,Illinois State,2.0,2020
3993,Independence Community College,2.0,2020
3994,Indian Hills Community College,7.0,2020
3995,Indiana State,4.0,2020
3996,Indiana Wesleyan University,2.0,2020
3997,Indianapolis,4.0,2020
3998,Iona,3.0,2020
3999,Iowa State,12.0,2020
4000,Iowa Western Community College,3.0,2020
4001,Ithaca College,2.0,2020
4002,Jackson State,14.0,2020
4003,Jacksonville,2.0,2020
4004,Jacksonville State,9.0,2020
4005,James Madison,11.5,2020
4006,Jefferson,2.0,2020
4007,John A. Logan College,5.0,2020
4008,Johns Hopkins University,2.0,2020
4009,Johnson C. Smith,2.0,2020
4010,Jones County Junior College,3.0,2020
4011,Kansas City,2.0,2020
4012,Kansas State,2.0,2020
4013,Kennesaw State,2.0,2020
4014,Kent State,2.7,2020
4015,Kentucky,8.5,2020
4016,Kentucky Christian University,2.0,2020
4017,Kentucky State,2.0,2020
4018,Kentucky Wesleyan,4.0,2020
4019,Kilgore College,2.0,2020
4020,Kirkwood Community College,2.0,2020
4021,LSU,11.6,2020
4022,Labette Community College,4.0,2020
4023,Lafayette,2.0,2020
4024,Lakehead University,4.0,2020
4025,Lander,2.0,2020
4026,Laramie County Community College,2.0,2020
4027,Le Moyne,2.0,2020
4028,Lees–McRae,2.0,2020
4029,Lewis,6.0,2020
4030,Liberty,2.0,2020
4031,Life University,5.0,2020
4032,Limestone,6.0,2020
4033,Lincoln College,2.0,2020
4034,Lincoln Trail College,2.0,2020
4035,Lindenwood,5.0,2020
4036,Lindsey Wilson College,4.0,2020
4037,Lipscomb,2.0,2020
4038,Little Rock,2.0,2020
4039,Long Beach State,7.2,2020
4040,Longwood,3.0,2020
4041,Louisiana,9.0,2020
4042,Louisiana State University in Shreveport,2.0,2020
4043,Louisiana–Monroe,2.0,2020
4044,Louisville,5.5,2020
4045,Loyola Chicago,4.0,2020
4046,Loyola Marymount,7.0,2020
4047,Lynn,2.0,2020
4048,Maine,2.0,2020
4049,Manhattan,10.0,2020
4050,Mansfield,2.0,2020
4051,Marian University,6.0,2020
4052,Marquette,6.0,2020
4053,Mars Hill,2.0,2020
4054,Mary,2.0,2020
4055,Maryland,7.3,2020
4056,Maryville College,2.0,2020
4057,Massachusetts,6.0,2020
4058,McKendree,2.0,2020
4059,McMaster University,4.0,2020
4060,McNeese State,8.0,2020
4061,Memphis,6.7,2020
4062,Meridian Community College,2.0,2020
4063,Metro State,6.0,2020
4064,Miami,2.0,2020
4065,Miami Dade College,2.0,2020
4066,Michigan,8.0,2020
4067,Middle Tennessee,10.0,2020
4068,Midwestern State,2.0,2020
4069,Miles,2.0,2020
4070,Milligan University,2.0,2020
4071,Milwaukee,5.5,2020
4072,Mineral Area College,2.0,2020
4073,Minnesota,6.0,2020
4074,Minnesota State—Moorhead,4.0,2020
4075,Minnesota–Crookston,2.0,2020
4076,Minnesota–Duluth,2.0,2020
4077,Mississippi State,6.0,2020
4078,Mississippi Valley State,4.0,2020
4079,Missouri,2.7,2020
