,teamName,stars,year
3599,Oklahoma Christian,2,2020
3600,Oklahoma State,3,2020
3601,Old Dominion,4,2020
3602,Ole Miss,2,2020
3603,Olney Central College,2,2020
3604,Omaha,2,2020
3605,Oral Roberts,4,2020
3606,Oregon,9,2020
3607,Otero Junior College,2,2020
3608,Otterbein University,2,2020
3609,Our Lady of the Lake University,2,2020
3610,Pacific,6,2020
3611,Palm Beach State College,10,2020
3612,Panola College,2,2020
3613,Paris Junior College,2,2020
3614,Pearl River Community College,7,2020
3615,Penn State,4,2020
3616,Pine Manor College,2,2020
3617,Pittsburg State,2,2020
3618,Pittsburgh,4.7,2020
3619,Point Loma Nazarene,2,2020
3620,Porterville College,2,2020
3621,Portland,4,2020
3622,Portland State,14,2020
3623,Prairie View A&M,2,2020
3624,Pratt Community College,2,2020
3625,Providence,9.3,2020
3626,Purdue,2,2020
3627,Purdue Fort Wayne,3,2020
3628,Purdue Northwest,2,2020
3629,Queens (NC),4,2020
3630,Quinnipiac,3.7,2020
3631,Radford,9,2020
3632,Ramapo College of New Jersey,2,2020
3633,Ranger College,6,2020
3634,Regis,2.7,2020
3635,Rhode Island,2,2020
3636,Rice,5,2020
3637,Richmond,2,2020
3638,Rider,2,2020
3639,Rio Hondo College,2,2020
3640,Rogers State,8,2020
3641,Rollins,6,2020
3642,Rutgers,2,2020
3643,SIUE,2,2020
3644,SMU,10.7,2020
3645,Sacramento State,2.7,2020
3646,Saddleback College,2,2020
3647,Saginaw Valley State,4,2020
3648,Saint Joseph's,8.5,2020
3649,Saint Leo,2,2020
3650,Saint Louis,4,2020
3651,Saint Mary's,2.5,2020
3652,Salt Lake Community College,16.5,2020
3653,Sam Houston State,4,2020
3654,Samford,4,2020
3655,San Bernardino Valley College,2,2020
3656,San Diego,4,2020
3657,San Diego State,5,2020
3658,San Francisco,3,2020
3659,San Francisco State,2,2020
3660,Santa Fe College,2,2020
3661,Santa Monica College,2,2020
3662,Sauk Valley Community College,2,2020
3663,Seattle,2.5,2020
3664,Seattle Pacific,2,2020
3665,Seton Hall,2,2020
3666,Seward County Community College,2,2020
3667,Shelton State Community College,2,2020
3668,Shippensburg,2,2020
3669,Shorter,2,2020
3670,Siena,5,2020
3671,Sinclair Community College,2,2020
3672,Slippery Rock,2,2020
3673,Snead State Community College,2,2020
3674,Sonoma State,2,2020
3675,South Alabama,9,2020
3676,South Carolina,6,2020
3677,South Carolina State,4.5,2020
3678,South Dakota,6,2020
3679,South Dakota State,2,2020
3680,South Plains College,11,2020
3681,Southeast Missouri State,2,2020
3682,Southeastern Louisiana,2,2020
3683,Southeastern University,2,2020
3684,Southern,8.5,2020
3685,Southern Connecticut State,4,2020
3686,Southern Illinois,14.1,2020
3687,Southern Indiana,4.7,2020
3688,Southern Miss,2,2020
3689,Southern Nazarene,2,2020
3690,Southern New Hampshire,2,2020
3691,Southern Utah,2,2020
3692,Southwest Mississippi Community College,4,2020
3693,Southwestern Christian University,2,2020
3694,Southwestern College,2,2020
3695,Spring Hill,2,2020
3696,St. Bonaventure,2,2020
3697,St. Edward's,2,2020
3698,St. Francis (PA),2,2020
3699,St. Francis Brooklyn,3,2020
3700,St. John's,7.7,2020
3701,St. Mary's (TX),4,2020
3702,St. Thomas University,7,2020
3703,Stanislaus State,4,2020
3704,State Fair Community College,4,2020
3705,State University of New York at Oswego,2,2020
3706,Stetson,5.3,2020
3707,Stillman College,3.3,2020
3708,Stonehill,4,2020
3709,Stony Brook,2,2020
3710,TCU,12.3,2020
3711,Talladega College,2,2020
3712,Tallahassee Community College,14.3,2020
3713,Tampa,2.5,2020
3714,Tarleton State,4,2020
3715,Temple,7,2020
3716,Tennessee,6,2020
3717,Tennessee State,5,2020
3718,Tennessee Tech,2,2020
3719,Texas A&M–Corpus Christi,2,2020
3720,Texas A&M–Kingsville,2,2020
3721,Texas Lutheran University,2,2020
3722,Texas Southern,17,2020
3723,Texas State,2,2020
3724,Texas Tech,9,2020
3725,Texas–Permian Basin,12,2020
3726,Texas–Rio Grande Valley,4,2020
3727,The Catholic University of America,2,2020
3728,The Citadel,4,2020
3729,The College of Wooster,2,2020
3730,The University of British Columbia,2,2020
3731,Three Rivers College,2,2020
3732,Toledo,4,2020
3733,Tougaloo College,2,2020
3734,Towson,6.7,2020
3735,Trevecca Nazarene,2,2020
3736,Trinity Valley Community College,5,2020
3737,Triton College,7,2020
3738,Tulane,13,2020
3739,Tulsa,5,2020
3740,UAB,2,2020
3741,UC Riverside,6,2020
3742,UC San Diego,6,2020
3743,UC Santa Barbara,4.5,2020
3744,UCF,13.3,2020
3745,UMBC,4,2020
3746,UNC Pembroke,2,2020
3747,UNCW,7.5,2020
3748,UNLV,16.3,2020
3749,USC,6,2020
3750,UT Arlington,6.5,2020
3751,UT Martin,7,2020
3752,UT Tyler,5,2020
3753,UTEP,10,2020
3754,University of Antelope Valley,2,2020
3755,University of Calgary,2,2020
3756,University of Maine at Farmington,2,2020
3757,University of Mount Union,2,2020
3758,University of Redlands,2,2020
3759,University of Science and Arts of Oklahoma,2,2020
3760,University of Toronto,3,2020
3761,University of Wisconsin–River Falls,2,2020
3762,University of the Cumberlands,4,2020
3763,Utah State,3,2020
3764,Utah Valley,11,2020
3765,Vanderbilt,6.3,2020
3766,Vanguard University of Southern California,4,2020
3767,Vermont,7,2020
3768,Villanova,2,2020
3769,Vincennes University,2,2020
3770,Virginia,3.7,2020
3771,Virginia State,6,2020
3772,Virginia Tech,4,2020
3773,Virginia Union,2,2020
3774,Wagner,7,2020
3775,Wake Forest,2,2020
3776,Wallace State Community College,2,2020
3777,Walsh,2,2020
3778,Walters State Community College,2,2020
3779,Washington,9,2020
3780,Washington Adventist University,2,2020
3781,Washington State,8,2020
3782,Wayne State (MI),6,2020
3783,Weber State,2,2020
3784,West Alabama,2,2020
3785,West Chester,3.5,2020
3786,West Texas A&M,2,2020
3787,West Virginia,2,2020
3788,West Virginia State,2,2020
3789,Western Kentucky,9.3,2020
3790,Western Nebraska Community College,4,2020
3791,Western New Mexico,2,2020
3792,William & Mary,4,2020
3793,William Carey University,6,2020
3794,William Penn University,2,2020
3795,Winston-Salem State,9.3,2020
3796,Winthrop,8,2020
3797,Wisconsin,3.3,2020
3798,Wisconsin–Parkside,2,2020
3799,Wright State,9,2020
3800,Xavier,4,2020
3801,York College of Pennsylvania,4,2020
3802,York University,2,2020
3803,Young Harris,2,2020
3804,Youngstown State,3,2020
3805,Adelphi,2,2021
3806,Akron,2,2021
3807,Alabama,5.3,2021
3808,Alabama A&M,2,2021
3809,Alabama–Huntsville,2,2021
3810,Alaska,7.5,2021
3811,Albany,6,2021
3812,Alcorn State,6,2021
3813,Alderson Broaddus,2.7,2021
3814,American International,2,2021
3815,Angelo State,2,2021
3816,Appalachian State,4,2021
3817,Arizona,6,2021
3818,Arizona State,6,2021
3819,Arizona Western College,2,2021
3820,Arkansas,11.7,2021
3821,Arkansas Tech,6,2021
3822,Arkansas–Monticello,6,2021
3823,Ashland,2,2021
3824,Assumption,2,2021
3825,Auburn–Montgomery,5,2021
3826,Augsburg University,2,2021
3827,Augusta,2,2021
3828,Austin Peay,6.5,2021
3829,Azusa Pacific,4,2021
3830,Ball State,7,2021
3831,Barry,6,2021
3832,Bellarmine,2,2021
3833,Bellevue College,2,2021
3834,Belmont Abbey,2,2021
3835,Bemidji State,4,2021
3836,Benedict,2,2021
3837,Benedictine University at Mesa,3.3,2021
3838,Bethel College,2,2021
3839,Bethel University,2,2021
3840,Bethune–Cookman,2,2021
3841,Binghamton,8,2021
3842,Black Hills State,2,2021
3843,Blinn College,4,2021
3844,Boise State,6,2021
3845,Bossier Parish Community College,2,2021
3846,Boston College,9,2021
3847,Bowie State,6,2021
3848,Bradley,2,2021
3849,Bridgewater College,2,2021
3850,Brigham Young,6,2021
3851,Brock University,2,2021
3852,Bryant,10.8,2021
3853,Bucknell,2,2021
3854,Buffalo,2,2021
3855,Butler,4.7,2021
3856,Butler Community College,5,2021
3857,Cal Poly,2,2021
3858,Cal State Bakersfield,2,2021
3859,Cal State Dominguez Hills,4.7,2021
3860,Cal State Fullerton,5.3,2021
3861,Cal State Los Angeles,10.7,2021
3862,Cal State Monterey Bay,2,2021
3863,Cal State Northridge,7.3,2021
3864,Cal State San Bernardino,6,2021
3865,Cal State San Marcos,6,2021
3866,California,6,2021
3867,California Baptist,13.8,2021
3868,Campbellsville University,4,2021
3869,Carleton University,2,2021
3870,Carson–Newman,2,2021
3871,Catawba,4,2021
3872,Central Arizona College,2,2021
3873,Central Arkansas,2,2021
3874,Central Baptist College,2,2021
3875,Central Michigan,2,2021
3876,Central Missouri,6,2021
3877,Central State,2,2021
3878,Central Washington,4,2021
3879,Chaminade,4,2021
3880,Chapman University,2,2021
3881,Charleston,4,2021
3882,Charlotte,4,2021
3883,Chattanooga,9,2021
3884,Chestnut Hill,4,2021
3885,Chicago State,2,2021
3886,Christian Brothers,2,2021
3887,Cincinnati,7.7,2021
3888,Claflin,5,2021
3889,Clarendon College,4,2021
3890,Clark Atlanta,4,2021
3891,Clayton State,4,2021
3892,Coastal Alabama Community College Bay Minette,2,2021
3893,Coastal Carolina,4,2021
3894,Coker,2,2021
3895,Colgate,3,2021
3896,College of Charleston,5,2021
3897,College of Idaho,2,2021
3898,College of Southern Idaho,2,2021
3899,Collin College,4,2021
3900,Colorado,2.7,2021
3901,Colorado Northwestern Community College,2,2021
3902,Colorado State–Pueblo,4,2021
3903,Columbia,2,2021
3904,Columbus State,2.5,2021
3905,Concord,2,2021
3906,Concordia St. Paul,4,2021
3907,Connecticut,2,2021
3908,Coppin State,4,2021
3909,Creighton,3.5,2021
3910,Cumberland University,2,2021
3911,Dakota State University,2,2021
3912,Davenport,2,2021
3913,Dayton,4,2021
3914,DePaul,16,2021
3915,Delaware,4,2021
3916,Delaware State,3.3,2021
3917,Denver,2,2021
3918,Des Moines Area Community College,2,2021
3919,Detroit Mercy,12.7,2021
3920,Dixie State,4,2021
3921,Drake,4,2021
3922,Drexel,4,2021
3923,Duke,2,2021
3924,ETSU,11,2021
3925,East Carolina,2,2021
3926,East Central,2,2021
3927,East Los Angeles College,2,2021
3928,Eastern Florida State College,2,2021
3929,Eastern Illinois,4,2021
3930,Eastern Kentucky,5.3,2021
3931,Eastern Michigan,7.5,2021
3932,Eckerd,2,2021
3933,Edinboro,2,2021
3934,Elizabeth City State,2,2021
3935,Elon,2,2021
3936,Embry–Riddle Aeronautical University (Arizona),2,2021
3937,Evansville,5,2021
3938,Fairfield,4,2021
3939,Fairmont State,4,2021
3940,Faulkner University,2,2021
3941,Fayetteville State,7,2021
3942,Flagler,5,2021
3943,Florida,3,2021
3944,Florida A&M,2,2021
3945,Florida Atlantic,2,2021
3946,Florida Gulf Coast,4,2021
3947,Florida International,2,2021
3948,Florida Memorial University,6,2021
3949,Florida National University,2,2021
3950,Florida SouthWestern State College,4,2021
3951,Florida Southern,2,2021
3952,Florida Tech,2,2021
3953,Francis Marion,4,2021
3954,Fresno Pacific,2,2021
3955,Fresno State,9.7,2021
3956,Fullerton College,2,2021
3957,GCU,6,2021
3958,Gadsden State Community College,2,2021
3959,Gannon,2,2021
3960,Garden City Community College,7,2021
3961,George Washington,14,2021
3962,Georgetown,6.7,2021
3963,Georgetown College,6,2021
3964,Georgia,6,2021
3965,Georgia Highlands College,5,2021
3966,Georgia Southern,15,2021
3967,Georgia Southwestern,2,2021
3968,Georgia State,4,2021
3969,Georgia Tech,6,2021
3970,Glenville State,2,2021
3971,Gonzaga,6,2021
3972,Graceland University,2,2021
3973,Grambling State,4,2021
3974,Grand Valley State,2,2021
3975,Grayson College,2,2021
3976,Green Bay,4,2021
3977,Gulf Coast State College,2,2021
3978,Hampton,10.8,2021
3979,Hartford,2,2021
3980,Hawaii,6,2021
3981,Henderson State,4,2021
3982,High Point,2,2021
3983,Hill College,2,2021
3984,Holy Cross,2,2021
3985,Hope College,2,2021
3986,Hope International University,2,2021
3987,Houston,4,2021
3988,Howard,8,2021
3989,Humboldt State,4,2021
3990,Huntington University,2,2021
3991,Hutchinson Community College,2,2021
3992,Illinois State,2,2021
3993,Independence Community College,2,2021
3994,Indian Hills Community College,7,2021
3995,Indiana State,4,2021
3996,Indiana Wesleyan University,2,2021
3997,Indianapolis,4,2021
3998,Iona,3,2021
3999,Iowa State,12,2021
4000,Iowa Western Community College,3,2021
4001,Ithaca College,2,2021
4002,Jackson State,14,2021
4003,Jacksonville,2,2021
4004,Jacksonville State,9,2021
4005,James Madison,11.5,2021
4006,Jefferson,2,2021
4007,John A. Logan College,5,2021
4008,Johns Hopkins University,2,2021
4009,Johnson C. Smith,2,2021
4010,Jones County Junior College,3,2021
4011,Kansas City,2,2021
4012,Kansas State,2,2021
4013,Kennesaw State,2,2021
4014,Kent State,2.7,2021
4015,Kentucky,8.5,2021
4016,Kentucky Christian University,2,2021
4017,Kentucky State,2,2021
4018,Kentucky Wesleyan,4,2021
4019,Kilgore College,2,2021
4020,Kirkwood Community College,2,2021
4021,LSU,11.6,2021
4022,Labette Community College,4,2021
4023,Lafayette,2,2021
4024,Lakehead University,4,2021
4025,Lander,2,2021
4026,Laramie County Community College,2,2021
4027,Le Moyne,2,2021
4028,Lees–McRae,2,2021
4029,Lewis,6,2021
4030,Liberty,2,2021
4031,Life University,5,2021
4032,Limestone,6,2021
4033,Lincoln College,2,2021
4034,Lincoln Trail College,2,2021
4035,Lindenwood,5,2021
4036,Lindsey Wilson College,4,2021
4037,Lipscomb,2,2021
4038,Little Rock,2,2021
4039,Long Beach State,7.2,2021
4040,Longwood,3,2021
4041,Louisiana,9,2021
4042,Louisiana State University in Shreveport,2,2021
4043,Louisiana–Monroe,2,2021
4044,Louisville,5.5,2021
4045,Loyola Chicago,4,2021
4046,Loyola Marymount,7,2021
4047,Lynn,2,2021
4048,Maine,2,2021
4049,Manhattan,10,2021
4050,Mansfield,2,2021
4051,Marian University,6,2021
4052,Marquette,6,2021
4053,Mars Hill,2,2021
4054,Mary,2,2021
4055,Maryland,7.3,2021
4056,Maryville College,2,2021
4057,Massachusetts,6,2021
4058,McKendree,2,2021
4059,McMaster University,4,2021
4060,McNeese State,8,2021
4061,Memphis,6.7,2021
4062,Meridian Community College,2,2021
4063,Metro State,6,2021
4064,Miami,2,2021
4065,Miami Dade College,2,2021
4066,Michigan,8,2021
4067,Middle Tennessee,10,2021
4068,Midwestern State,2,2021
4069,Miles,2,2021
4070,Milligan University,2,2021
4071,Milwaukee,5.5,2021
4072,Mineral Area College,2,2021
4073,Minnesota,6,2021
4074,Minnesota State—Moorhead,4,2021
4075,Minnesota–Crookston,2,2021
4076,Minnesota–Duluth,2,2021
4077,Mississippi State,6,2021
4078,Mississippi Valley State,4,2021
4079,Missouri,2.7,2021
4080,Missouri S&T,2,2021
4081,Missouri Southern,4,2021
4082,Missouri State,2,2021
4083,Missouri State University–West Plains,2,2021
4084,Missouri–St. Louis,2,2021
4085,Moberly Area Community College,2,2021
4086,Montana,6.7,2021
4087,Montana State,2,2021
4088,Montana State Billings,2,2021
4089,Montevallo,2,2021
4090,Morehead State,5.5,2021
4091,Morehouse,4,2021
4092,Morgan State,8,2021
4093,Morningside College,2,2021
4094,Mount St. Mary's,4,2021
4095,NJIT,2,2021
4096,Navarro College,7.7,2021
4097,Nebraska,7,2021
4098,Nevada,4,2021
4099,New Hampshire,4.5,2021
4100,New Haven,4,2021
4101,New Mexico,6,2021
4102,New Mexico Highlands,2,2021
4103,New Mexico State,10.8,2021
4104,New Orleans,4,2021
4105,Newman,4,2021
4106,Niagara,2,2021
4107,Nicholls State,7,2021
4108,Norfolk State,6,2021
4109,North Carolina A&T,7.3,2021
4110,North Carolina Central,3,2021
4111,North Dakota,4,2021
4112,North Florida,2,2021
4113,North Georgia,4,2021
4114,Northeastern,2.5,2021
4115,Northeastern Oklahoma A&M College,2,2021
4116,Northern Arizona,6,2021
4117,Northern Colorado,4,2021
4118,Northern Illinois,2,2021
4119,Northern Iowa,3,2021
4120,Northern Kentucky,2,2021
4121,Northern State,2,2021
4122,Northwest Florida State College,6,2021
4123,Northwest Mississippi Community College,6,2021
4124,Northwest Nazarene,2,2021
4125,Northwestern Oklahoma State,4,2021
4126,Notre Dame,2.5,2021
4127,Oakland,3,2021
4128,Odessa College,2,2021
4129,Ohio,2,2021
4130,Ohio State,7.3,2021
4131,Ohio Valley,2,2021
4132,Oklahoma,4,2021
4133,Oklahoma State,4,2021
4134,Old Dominion,8,2021
4135,Ole Miss,8.5,2021
4136,Omaha,2,2021
4137,Oral Roberts,2,2021
4138,Oregon,9.5,2021
4139,Oregon State,2,2021
4140,Ottawa University Arizona,2,2021
4141,Ouachita Baptist,2,2021
4142,Our Lady of the Lake University,2,2021
4143,Pacific,7,2021
4144,Palm Beach State College,7.5,2021
4145,Pearl River Community College,6,2021
4146,Penn State,2,2021
4147,Pensacola State College,2,2021
4148,Pepperdine,4,2021
4149,Phoenix College,3,2021
4150,Pittsburg State,4,2021
4151,Pittsburgh,2,2021
4152,Point Loma Nazarene,2,2021
4153,Polk State College,2,2021
4154,Portland,4,2021
4155,Portland State,11.3,2021
4156,Prairie View A&M,12,2021
4157,Presbyterian,6,2021
4158,Providence,6,2021
4159,Purdue Fort Wayne,4,2021
4160,Purdue Northwest,2,2021
4161,Queens (NC),2,2021
4162,Quincy,2,2021
4163,Radford,4,2021
4164,Ranger College,2,2021
4165,Reinhardt University,2,2021
4166,Rhode Island,16,2021
4167,Rice,8,2021
4168,Rider,6,2021
4169,Robert Morris,2,2021
4170,Rollins,2,2021
4171,Ryerson University,2,2021
4172,SIUE,3,2021
4173,SMU,2,2021
4174,Sacramento State,2,2021
4175,Saint Anselm,2,2021
4176,Saint Joseph's,6,2021
4177,Saint Leo,2,2021
4178,Saint Louis,6,2021
4179,Saint Mary's,4,2021
4180,Saint Mary's University,2,2021
4181,Saint Michael's,2,2021
4182,Salt Lake Community College,7,2021
4183,Samford,8,2021
4184,San Diego,11.7,2021
4185,San Diego State,7,2021
4186,San Francisco,3,2021
4187,Santa Clara,2,2021
4188,Scottsdale Community College,2,2021
4189,Seattle,5,2021
4190,Seattle Pacific,3,2021
4191,Seton Hall,6,2021
4192,Seward County Community College,2,2021
4193,Shaw,2,2021
4194,Shawnee State University,2,2021
4195,Shepherd,2,2021
4196,Siena,12,2021
4197,Simon Fraser,2,2021
4198,Sioux Falls,2,2021
4199,Snow College,2,2021
4200,South Alabama,10.6,2021
4201,South Carolina,3,2021
4202,South Dakota,2,2021
4203,South Dakota State,2,2021
4204,South Florida,10,2021
4205,South Plains College,2,2021
4206,South Suburban College,2,2021
4207,Southeast Missouri State,8,2021
4208,Southeastern Louisiana,4.7,2021
4209,Southern,8.7,2021
4210,Southern Illinois,7.3,2021
4211,Southern Indiana,2,2021
4212,Southern Miss,2,2021
4213,Southern Nazarene,4,2021
4214,Southern New Hampshire,4,2021
4215,Southern Utah,13.7,2021
4216,Southwest Baptist,2,2021
4217,Southwest Mississippi Community College,5,2021
4218,Southwestern Assemblies of God University,2,2021
4219,Spring Hill,2,2021
4220,St. Bonaventure,2,2021
4221,St. Edward's,8,2021
4222,St. Francis (PA),2,2021
4223,St. Francis Brooklyn,5,2021
4224,St. Francis Xavier University,4,2021
4225,St. John's,2.7,2021
4226,St. Peter's,5,2021
4227,St. Thomas University,2,2021
4228,State Fair Community College,2,2021
4229,State University of New York College at Oneonta,2,2021
4230,Stephen F. Austin,4,2021
4231,Stetson,2,2021
4232,Stonehill,4,2021
4233,Stony Brook,6,2021
4234,Syracuse,3,2021
4235,TCU,4.3,2021
4236,Tallahassee Community College,10,2021
4237,Tarleton State,6,2021
4238,Temple,10,2021
4239,Tennessee,2,2021
4240,Tennessee State,2,2021
4241,Tennessee Tech,6,2021
4242,Texas A&M International,6,2021
4243,Texas A&M–Commerce,4,2021
4244,Texas Southern,4,2021
4245,Texas Tech,9,2021
4246,Texas–Permian Basin,7,2021
4247,Texas–Rio Grande Valley,4,2021
4248,The Citadel,2,2021
4249,The Master's University,2.7,2021
4250,Tiffin,4,2021
4251,Toledo,2,2021
4252,Towson,6,2021
4253,Trevecca Nazarene,3,2021
4254,Trinidad State Junior College,2,2021
4255,Truman State,2,2021
4256,Tulane,12,2021
4257,Tulsa,2,2021
4258,Tusculum,2,2021
4259,Tuskegee,2,2021
4260,UAB,7.5,2021
4261,UC Davis,4,2021
4262,UC Riverside,4,2021
4263,UC San Diego,4,2021
4264,UC Santa Barbara,8,2021
4265,UCF,7.5,2021
4266,UCLA,4,2021
4267,UIC,10,2021
4268,UMBC,2,2021
4269,UMass Lowell,9,2021
4270,UNC Asheville,6,2021
4271,UNCG,4,2021
4272,UNCW,5.7,2021
4273,UNLV,2,2021
4274,USC,13,2021
4275,USC Aiken,2,2021
4276,USC Upstate,4.7,2021
4277,UT Arlington,4,2021
4278,UT Tyler,4,2021
4279,UTEP,9.2,2021
4280,UTSA,6,2021
4281,Union,2,2021
4282,Union College,2,2021
4283,University of Ottawa,2,2021
4284,University of Redlands,2,2021
4285,University of Saskatchewan,2,2021
4286,University of Science and Arts of Oklahoma,4,2021
4287,University of St. Joseph,2,2021
4288,University of the Fraser Valley,2,2021
4289,Utah Valley,11,2021
4290,VCU,4,2021
4291,Vanderbilt,4,2021
4292,Vermont,7.6,2021
4293,Vincennes University,4,2021
4294,Virginia,2,2021
4295,Virginia State,4,2021
4296,Virginia Tech,7,2021
4297,Virginia Union,2,2021
4298,Wabash Valley College,4,2021
4299,Wagner,4,2021
4300,Wake Forest,11.5,2021
4301,Walters State Community College,4,2021
4302,Washington,7,2021
4303,Wayne State (MI),4,2021
4304,Weatherford College,2,2021
4305,Weber State,18,2021
4306,Wentworth Institute of Technology,2,2021
4307,West Alabama,2,2021
4308,West Chester,2,2021
4309,West Texas A&M,2,2021
4310,West Virginia State,2,2021
4311,Western Carolina,2,2021
4312,Western Illinois,5,2021
4313,Western Kentucky,2,2021
4314,Western Michigan,4,2021
4315,Western New Mexico,2,2021
4316,Western Texas College,4.5,2021
4317,Western Wyoming Community College,2,2021
4318,Whitworth University,2,2021
4319,Wichita State,4,2021
4320,Wilmington,2,2021
4321,Winona State,4,2021
4322,Winthrop,2,2021
4323,Wofford,2.5,2021
4324,Xavier,8,2021
4325,Xavier University of Louisiana,2,2021
4326,Young Harris,2,2021
4327,Youngstown State,2,2021
4328,Academy of Art,4,2022
4329,Adelphi,2,2022
4330,Akron,6.7,2022
4331,Alabama,7,2022
4332,Alabama A&M,2.7,2022
4333,Alabama State,8.3,2022
4334,Alaska,2,2022
4335,Alaska Anchorage,2,2022
4336,Albany,12,2022
4337,Albany Technical College,4,2022
4338,Alcorn State,17.3,2022
4339,Allan Hancock College,2,2022
4340,American,4,2022
4341,Anderson,2,2022
4342,Angelo State,4,2022
4343,Arizona,11,2022
4344,Arizona Christian University,4.5,2022
4345,Arizona State,9,2022
4346,Arkansas,14,2022
4347,Arkansas State,3,2022
4348,Arkansas Tech,4,2022
4349,Arkansas–Monticello,2,2022
4350,Arkansas–Pine Bluff,7,2022
4351,Ashland,2,2022
4352,Atlantic Cape Community College,2,2022
4353,Auburn,15,2022
4354,Auburn–Montgomery,6,2022
4355,Augusta,4,2022
4356,Austin Peay,8,2022
4357,Azusa Pacific,2,2022
4358,Ball State,7.5,2022
4359,Baylor,8,2022
4360,Benedict,2,2022
4361,Bethune–Cookman,15.3,2022
4362,Binghamton,5,2022
4363,Biola,2,2022
4364,Blinn College,4,2022
4365,Boston College,6,2022
4366,Boston University,2,2022
4367,Bowie State,6,2022
4368,Bowling Green,11,2022
4369,Bradley,2,2022
4370,Bridgeport,4,2022
4371,Brigham Young,5.3,2022
4372,Brock University,2,2022
4373,Brown,2,2022
4374,Bryant,12,2022
4375,Buffalo,4,2022
4376,Butler,2,2022
4377,Butler Community College,8,2022
4378,Cal Poly,10,2022
4379,Cal State Bakersfield,5,2022
4380,Cal State Dominguez Hills,11,2022
4381,Cal State East Bay,2,2022
4382,Cal State Fullerton,11,2022
4383,Cal State Monterey Bay,2,2022
4384,Cal State Northridge,13.3,2022
4385,Cal State San Bernardino,5.3,2022
4386,Cal State San Marcos,3.5,2022
4387,Caldwell,2,2022
4388,Caldwell Community College & Technical Institute,2,2022
4389,California,2,2022
4390,California Baptist,8,2022
4391,Cameron,2,2022
4392,Campbellsville University,8,2022
4393,Cape Fear Community College,7,2022
4394,Carson–Newman,2,2022
4395,Case Western Reserve University,2,2022
4396,Casper College,2,2022
4397,Catawba,9,2022
4398,Cedarville,2,2022
4399,Central Arkansas,3.5,2022
4400,Central Baptist College,4,2022
4401,Central Community College,2,2022
4402,Central Connecticut State,2,2022
4403,Central Michigan,18.7,2022
4404,Central Missouri,4,2022
4405,Central Oklahoma,2,2022
4406,Central Washington,4,2022
4407,Chadron State,2,2022
4408,Chaminade,4,2022
4409,Charleston,2,2022
4410,Charleston Southern,6,2022
4411,Charlotte,12,2022
4412,Chattanooga,10.7,2022
4413,Chowan,6,2022
4414,Christian Brothers,2,2022
4415,Cincinnati,15.2,2022
4416,Claflin,2,2022
4417,Clarendon College,6,2022
4418,Clayton State,6,2022
4419,Clemson,4,2022
4420,Cleveland State,6,2022
4421,Coastal Carolina,7,2022
4422,Cochise College,4,2022
4423,Coffeyville Community College,2,2022
4424,Coker,2,2022
4425,Colby Community College,2,2022
4426,College of Charleston,11,2022
4427,College of Saint Benedict and Saint John's University,2,2022
4428,College of Southern Idaho,4,2022
4429,Collin College,2,2022
4430,Colorado Christian,6,2022
4431,Colorado Mesa,4,2022
4432,Colorado State,5,2022
4433,Colorado State–Pueblo,4,2022
4434,Concordia College,2,2022
4435,Concordia Irvine,7.3,2022
4436,Concordia St. Paul,2,2022
4437,Converse,2,2022
4438,Coppin State,10,2022
4439,Corban University,4,2022
4440,Cowley College,2,2022
4441,Creighton,5,2022
4442,Cumberland University,2,2022
4443,Daemen,2,2022
4444,Dallas Baptist,2,2022
4445,Dartmouth,2,2022
4446,Davenport,6,2022
4447,Davidson,3,2022
4448,Dayton,9,2022
4449,Daytona State College,4,2022
4450,De La Salle University,3,2022
4451,DePaul,14,2022
4452,Delaware,5,2022
4453,Delta State,4,2022
4454,Denver,7.3,2022
4455,Detroit Mercy,16.3,2022
4456,Dixie State,3.5,2022
4457,Dodge City Community College,12,2022
4458,Dominican (CA),2,2022
4459,Drake,2,2022
4460,Drexel,4,2022
4461,Drury,4,2022
4462,Duke,5.3,2022
4463,Duquesne,15.3,2022
4464,ETSU,5,2022
4465,East Carolina,9,2022
4466,East Los Angeles College,6,2022
4467,East Mississippi Community College,2,2022
4468,Eastern Illinois,8,2022
4469,Eastern Kentucky,10.3,2022
4470,Eastern Michigan,12,2022
4471,Eastern New Mexico,7,2022
4472,Eastern Oregon University,2,2022
4473,Eastern Washington,6,2022
4474,Edinboro,2,2022
4475,Elizabeth City State,6,2022
4476,Elon,5.3,2022
4477,Emmanuel,2,2022
4478,Emporia State,4,2022
4479,Fayetteville State,2,2022
4480,Felician,4,2022
4481,Ferrum College,2,2022
4482,Flagler,4,2022
4483,Florida,10,2022
4484,Florida A&M,6,2022
4485,Florida Atlantic,6,2022
4486,Florida Gulf Coast,14,2022
4487,Florida International,11,2022
4488,Florida Memorial University,10,2022
4489,Florida SouthWestern State College,5,2022
4490,Florida Southern,6,2022
4491,Florida State,6,2022
4492,Fordham,12,2022
4493,Fort Hays State,2,2022
4494,Fort Lewis,2,2022
4495,Fort Valley State,2,2022
4496,Franklin Pierce,2,2022
4497,Fresno Pacific,2,2022
4498,Fresno State,6,2022
4499,Friends University,2,2022
4500,Furman,2,2022
4501,GCU,15.3,2022
4502,Gannon,5,2022
4503,Garden City Community College,2,2022
4504,Gardner–Webb,2,2022
4505,Garrett College,4,2022
