teamName,year,seed_points,results
Western Carolina,2012,0,NIT
Sacred Heart,2012,0,NIT
Northwestern St.,2012,0,NIT
James Madison,2012,0,NIT
USC,2012,0,NIT
Southeast Missouri St.,2012,0,NIT
Siena,2012,0,NIT
High Point,2012,0,NIT
McNeese St.,2012,0,NIT
FIU,2012,0,NIT
Southern Utah,2012,0,NIT
Austin Peay,2012,0,NIT
Jacksonville,2012,0,NIT
Utah Valley,2012,0,NIT
Lafayette,2012,0,NIT
Elon,2012,0,NIT
Morgan St.,2012,0,NIT
Campbell,2012,0,NIT
Marist,2012,0,NIT
Presbyterian,2012,0,NIT
North Dakota,2012,0,NIT
Niagara,2012,0,NIT
Santa Clara,2012,0,NIT
Northern Colorado,2012,0,NIT
Delaware St.,2012,0,NIT
Appalachian St.,2012,0,NIT
Winthrop,2012,0,NIT
IPFW,2012,0,NIT
Fordham,2012,0,NIT
Troy,2012,0,NIT
Gardner Webb,2012,0,NIT
Bethune Cookman,2012,0,NIT
Bradley,2012,0,NIT
VMI,2012,0,NIT
Pacific,2012,0,NIT
UC Irvine,2012,0,NIT
Georgia Southern,2012,0,NIT
Texas St.,2012,0,NIT
Samford,2012,0,NIT
UNC Greensboro,2012,0,NIT
Central Michigan,2012,0,NIT
Portland,2012,0,NIT
Eastern Michigan,2012,0,NIT
Mississippi Valley St.,2012,1,R64
Liberty,2012,0,NIT
UMKC,2012,0,NIT
Chattanooga,2012,0,NIT
South Dakota,2012,0,NIT
UC Riverside,2012,0,NIT
Hampton,2012,0,NIT
Eastern Kentucky,2012,0,NIT
NJIT,2012,0,NIT
Maine,2012,0,NIT
San Jose St.,2012,0,NIT
New Hampshire,2012,0,NIT
Coppin St.,2012,0,NIT
Sacramento St.,2012,0,NIT
Loyola Chicago,2012,0,NIT
Sam Houston St.,2012,0,NIT
Monmouth,2012,0,NIT
Pepperdine,2012,0,NIT
Illinois Chicago,2012,0,NIT
North Carolina A&T,2012,0,NIT
William & Mary,2012,0,NIT
Utah,2012,0,NIT
Montana St.,2012,0,NIT
Mount St. Mary's,2012,0,NIT
Dartmouth,2012,0,NIT
Army,2012,0,NIT
Idaho St.,2012,0,NIT
Texas Southern,2012,0,NIT
Southeastern Louisiana,2012,0,NIT
Cal St. Northridge,2012,0,NIT
Hartford,2012,0,NIT
Eastern Illinois,2012,0,NIT
Radford,2012,0,NIT
St. Francis PA,2012,0,NIT
SIU Edwardsville,2012,0,NIT
Brown,2012,0,NIT
Howard,2012,0,NIT
Kennesaw St.,2012,0,NIT
Colgate,2012,0,NIT
Canisius,2012,0,NIT
UT Rio Grande Valley,2012,0,NIT
Saint Peter's,2012,0,NIT
Northern Illinois,2012,0,NIT
Houston Baptist,2012,0,NIT
Louisiana Monroe,2012,0,NIT
The Citadel,2012,0,NIT
Texas A&M Corpus Chris,2012,0,NIT
Florida A&M,2012,0,NIT
UC Davis,2012,0,NIT
Southern,2012,0,NIT
Nicholls St.,2012,0,NIT
Central Arkansas,2012,0,NIT
Navy,2012,0,NIT
Nebraska Omaha,2012,0,NIT
Alabama St.,2012,0,NIT
Arkansas Pine Bluff,2012,0,NIT
Chicago St.,2012,0,NIT
Tennessee Martin,2012,0,NIT
Bryant,2012,0,NIT
Alcorn St.,2012,0,NIT
Prairie View A&M,2012,0,NIT
Towson,2012,0,NIT
Maryland Eastern Shore,2012,0,NIT
Fairleigh Dickinson,2012,0,NIT
UMBC,2012,0,NIT
Northern Arizona,2012,0,NIT
Longwood,2012,0,NIT
Alabama A&M,2012,0,NIT
South Carolina St.,2012,0,NIT
Jackson St.,2012,0,NIT
Binghamton,2012,0,NIT
Grambling St.,2012,0,NIT
Louisville,2013,16,CHMP
Florida,2013,14,E8
Indiana,2013,16,S16
Gonzaga,2013,16,R32
Syracuse,2013,13,F4
Michigan,2013,13,F2
Kansas,2013,16,S16
Duke,2013,15,E8
Ohio St.,2013,15,E8
Wisconsin,2013,12,R64
Michigan St.,2013,14,S16
Georgetown,2013,15,R64
Arizona,2013,11,S16
Pittsburgh,2013,9,R64
Miami FL,2013,15,S16
VCU,2013,12,R32
Saint Louis,2013,13,R32
Creighton,2013,10,R32
Minnesota,2013,6,R32
Wichita St.,2013,8,F4
Marquette,2013,14,E8
Oklahoma St.,2013,12,R64
Iowa,2013,0,NIT
Saint Mary's,2013,6,R64
North Carolina,2013,9,R32
Kansas St.,2013,13,R64
Iowa St.,2013,7,R32
Missouri,2013,8,R64
Virginia,2013,0,NIT
Colorado St.,2013,9,R32
San Diego St.,2013,10,R32
Illinois,2013,10,R32
UNLV,2013,12,R64
Notre Dame,2013,10,R64
Cincinnati,2013,7,R64
Oregon,2013,5,S16
Baylor,2013,0,NIT
Memphis,2013,11,R32
North Carolina St.,2013,9,R64
New Mexico,2013,14,R64
Butler,2013,11,R32
La Salle,2013,4,S16
Colorado,2013,7,R64
Villanova,2013,8,R64
UCLA,2013,11,R64
Stanford,2013,0,NIT
Connecticut,2013,0,NIT
Middle Tennessee,2013,6,R64
Oklahoma,2013,7,R64
Mississippi,2013,5,R32
Denver,2013,0,NIT
Boise St.,2013,4,R64
Maryland,2013,0,NIT
Alabama,2013,0,NIT
Temple,2013,8,R32
California,2013,5,R32
BYU,2013,0,NIT
Kentucky,2013,0,NIT
Southern Miss,2013,0,NIT
Belmont,2013,6,R64
Purdue,2013,0,NIT
Davidson,2013,3,R64
Illinois St.,2013,0,NIT
Dayton,2013,0,NIT
Bucknell,2013,6,R64
Providence,2013,0,NIT
Tennessee,2013,0,NIT
Stony Brook,2013,0,NIT
Arizona St.,2013,0,NIT
Xavier,2013,0,NIT
Saint Joseph's,2013,0,NIT
Santa Clara,2013,0,NIT
Arkansas,2013,0,NIT
Washington,2013,0,NIT
Stephen F. Austin,2013,0,NIT
Richmond,2013,0,NIT
Valparaiso,2013,3,R64
Ohio,2013,0,NIT
Weber St.,2013,0,NIT
Northern Iowa,2013,0,NIT
Rutgers,2013,0,NIT
Massachusetts,2013,0,NIT
Akron,2013,5,R64
Georgia Tech,2013,0,NIT
Oregon St.,2013,0,NIT
Evansville,2013,0,NIT
St. John's,2013,0,NIT
North Dakota St.,2013,0,NIT
Detroit,2013,0,NIT
LSU,2013,0,NIT
Vanderbilt,2013,0,NIT
Washington St.,2013,0,NIT
Princeton,2013,0,NIT
Texas,2013,0,NIT
New Mexico St.,2013,4,R64
Iona,2013,2,R64
Florida Gulf Coast,2013,2,S16
USC,2013,0,NIT
Utah,2013,0,NIT
Seton Hall,2013,0,NIT
Georgia,2013,0,NIT
Louisiana Tech,2013,0,NIT
Boston College,2013,0,NIT
Texas A&M,2013,0,NIT
George Washington,2013,0,NIT
Lehigh,2013,0,NIT
Indiana St.,2013,0,NIT
Fresno St.,2013,0,NIT
South Dakota St.,2013,4,R64
Clemson,2013,0,NIT
UTEP,2013,0,NIT
Air Force,2013,0,NIT
Nebraska,2013,0,NIT
St. Bonaventure,2013,0,NIT
Northwestern,2013,0,NIT
Wright St.,2013,0,NIT
Harvard,2013,3,R32
Florida St.,2013,0,NIT
Canisius,2013,0,NIT
Drake,2013,0,NIT
Eastern Kentucky,2013,0,NIT
Kent St.,2013,0,NIT
East Carolina,2013,0,NIT
West Virginia,2013,0,NIT
George Mason,2013,0,NIT
Wyoming,2013,0,NIT
UCF,2013,0,NIT
Charlotte,2013,0,NIT
Loyola MD,2013,0,NIT
Robert Morris,2013,0,NIT
Penn St.,2013,0,NIT
Mercer,2013,0,NIT
Utah St.,2013,0,NIT
Pacific,2013,2,R64
Wake Forest,2013,0,NIT
South Florida,2013,0,NIT
San Francisco,2013,0,NIT
Green Bay,2013,0,NIT
College of Charleston,2013,0,NIT
Vermont,2013,0,NIT
Niagara,2013,0,NIT
Northwestern St.,2013,3,R64
Albany,2013,2,R64
DePaul,2013,0,NIT
Oral Roberts,2013,0,NIT
UAB,2013,0,NIT
Boston University,2013,0,NIT
Tulane,2013,0,NIT
Virginia Tech,2013,0,NIT
SMU,2013,0,NIT
Manhattan,2013,0,NIT
Arkansas St.,2013,0,NIT
Murray St.,2013,0,NIT
Bradley,2013,0,NIT
UC Irvine,2013,0,NIT
Army,2013,0,NIT
Fairfield,2013,0,NIT
Rhode Island,2013,0,NIT
Towson,2013,0,NIT
Houston,2013,0,NIT
UT Arlington,2013,0,NIT
Drexel,2013,0,NIT
Western Michigan,2013,0,NIT
Delaware,2013,0,NIT
North Carolina Central,2013,0,NIT
Montana,2013,4,R64
Youngstown St.,2013,0,NIT
Western Kentucky,2013,1,R64
Bryant,2013,0,NIT
Charleston Southern,2013,0,NIT
Southern Illinois,2013,0,NIT
San Diego,2013,0,NIT
Rider,2013,0,NIT
Loyola Chicago,2013,0,NIT
Lafayette,2013,0,NIT
Buffalo,2013,0,NIT
Southern,2013,1,R64
Texas Southern,2013,0,NIT
James Madison,2013,1,R64
Georgia St.,2013,0,NIT
Nevada,2013,0,NIT
Cal Poly,2013,0,NIT
Toledo,2013,0,NIT
Long Beach St.,2013,0,NIT
Western Illinois,2013,0,NIT
Tulsa,2013,0,NIT
Tennessee St.,2013,0,NIT
Yale,2013,0,NIT
Quinnipiac,2013,0,NIT
William & Mary,2013,0,NIT
Northeastern,2013,0,NIT
Auburn,2013,0,NIT
Illinois Chicago,2013,0,NIT
Missouri St.,2013,0,NIT
Wagner,2013,0,NIT
LIU Brooklyn,2013,1,R64
South Carolina,2013,0,NIT
FIU,2013,0,NIT
Idaho,2013,0,NIT
Oakland,2013,0,NIT
USC Upstate,2013,0,NIT
UC Davis,2013,0,NIT
Bowling Green,2013,0,NIT
Columbia,2013,0,NIT
Gardner Webb,2013,0,NIT
Southeast Missouri St.,2013,0,NIT
Norfolk St.,2013,0,NIT
Hawaii,2013,0,NIT
Mount St. Mary's,2013,0,NIT
Elon,2013,0,NIT
Morgan St.,2013,0,NIT
Jacksonville St.,2013,0,NIT
Loyola Marymount,2013,0,NIT
South Alabama,2013,0,NIT
Marshall,2013,0,NIT
Cal St. Fullerton,2013,0,NIT
Pepperdine,2013,0,NIT
Texas Tech,2013,0,NIT
Eastern Michigan,2013,0,NIT
Seattle,2013,0,NIT
St. Francis NY,2013,0,NIT
UNC Asheville,2013,0,NIT
Savannah St.,2013,0,NIT
Stetson,2013,0,NIT
North Carolina A&T,2013,1,R64
Duquesne,2013,0,NIT
Brown,2013,0,NIT
IPFW,2013,0,NIT
High Point,2013,0,NIT
Hartford,2013,0,NIT
Cal St. Northridge,2013,0,NIT
Coastal Carolina,2013,0,NIT
Holy Cross,2013,0,NIT
Sam Houston St.,2013,0,NIT
Miami OH,2013,0,NIT
Marist,2013,0,NIT
Florida Atlantic,2013,0,NIT
UC Santa Barbara,2013,0,NIT
Morehead St.,2013,0,NIT
Louisiana Lafayette,2013,0,NIT
Ball St.,2013,0,NIT
Fordham,2013,0,NIT
Central Michigan,2013,0,NIT
North Texas,2013,0,NIT
Penn,2013,0,NIT
North Florida,2013,0,NIT
Northern Colorado,2013,0,NIT
Northern Kentucky,2013,0,NIT
Western Carolina,2013,0,NIT
TCU,2013,0,NIT
Cal St. Bakersfield,2013,0,NIT
Arkansas Little Rock,2013,0,NIT
Maine,2013,0,NIT
Portland,2013,0,NIT
Central Connecticut,2013,0,NIT
Appalachian St.,2013,0,NIT
Cornell,2013,0,NIT
Texas St.,2013,0,NIT
North Dakota,2013,0,NIT
Old Dominion,2013,0,NIT
Colgate,2013,0,NIT
Mississippi St.,2013,0,NIT
Liberty,2013,1,R64
NJIT,2013,0,NIT
Wofford,2013,0,NIT
Cleveland St.,2013,0,NIT
UTSA,2013,0,NIT
Winthrop,2013,0,NIT
Arkansas Pine Bluff,2013,0,NIT
New Hampshire,2013,0,NIT
Troy,2013,0,NIT
South Dakota,2013,0,NIT
Dartmouth,2013,0,NIT
UNC Greensboro,2013,0,NIT
Tennessee Tech,2013,0,NIT
UNC Wilmington,2013,0,NIT
American,2013,0,NIT
Saint Peter's,2013,0,NIT
Eastern Illinois,2013,0,NIT
VMI,2013,0,NIT
Eastern Washington,2013,0,NIT
Hampton,2013,0,NIT
Lipscomb,2013,0,NIT
Bethune Cookman,2013,0,NIT
Samford,2013,0,NIT
Sacred Heart,2013,0,NIT
Sacramento St.,2013,0,NIT
Southeastern Louisiana,2013,0,NIT
Georgia Southern,2013,0,NIT
Siena,2013,0,NIT
Chicago St.,2013,0,NIT
Radford,2013,0,NIT
Nicholls St.,2013,0,NIT
Northern Arizona,2013,0,NIT
Jacksonville,2013,0,NIT
UMBC,2013,0,NIT
Hofstra,2013,0,NIT
Milwaukee,2013,0,NIT
Austin Peay,2013,0,NIT
Jackson St.,2013,0,NIT
Monmouth,2013,0,NIT
Campbell,2013,0,NIT
Montana St.,2013,0,NIT
Utah Valley,2013,0,NIT
Chattanooga,2013,0,NIT
Southern Utah,2013,0,NIT
Central Arkansas,2013,0,NIT
Delaware St.,2013,0,NIT
Coppin St.,2013,0,NIT
Texas A&M Corpus Chris,2013,0,NIT
McNeese St.,2013,0,NIT
UMKC,2013,0,NIT
San Jose St.,2013,0,NIT
UC Riverside,2013,0,NIT
Rice,2013,0,NIT
Portland St.,2013,0,NIT
Navy,2013,0,NIT
UT Rio Grande Valley,2013,0,NIT
SIU Edwardsville,2013,0,NIT
East Tennessee St.,2013,0,NIT
Idaho St.,2013,0,NIT
Alcorn St.,2013,0,NIT
Nebraska Omaha,2013,0,NIT
Prairie View A&M,2013,0,NIT
Houston Baptist,2013,0,NIT
Florida A&M,2013,0,NIT
Louisiana Monroe,2013,0,NIT
St. Francis PA,2013,0,NIT
Northern Illinois,2013,0,NIT
Alabama St.,2013,0,NIT
IUPUI,2013,0,NIT
Kennesaw St.,2013,0,NIT
Longwood,2013,0,NIT
Fairleigh Dickinson,2013,0,NIT
The Citadel,2013,0,NIT
Tennessee Martin,2013,0,NIT
South Carolina St.,2013,0,NIT
Howard,2013,0,NIT
Alabama A&M,2013,0,NIT
Presbyterian,2013,0,NIT
Mississippi Valley St.,2013,0,NIT
Furman,2013,0,NIT
Binghamton,2013,0,NIT
New Orleans,2013,0,NIT
Maryland Eastern Shore,2013,0,NIT
Lamar,2013,0,NIT
Grambling St.,2013,0,NIT
Louisville,2014,13,S16
Arizona,2014,16,E8
Florida,2014,16,F4
Virginia,2014,16,S16
Wisconsin,2014,15,F4
Duke,2014,14,R64
Tennessee,2014,6,S16
Michigan St.,2014,13,E8
Michigan,2014,15,E8
Wichita St.,2014,16,R32
Kansas,2014,15,R32
Pittsburgh,2014,8,R32
Villanova,2014,15,R32
Connecticut,2014,10,CHMP
UCLA,2014,13,S16
Syracuse,2014,14,R32
Creighton,2014,14,R32
Ohio St.,2014,11,R64
Iowa,2014,6,R64
Oklahoma St.,2014,8,R64
Gonzaga,2014,9,R32
Kentucky,2014,9,F2
San Diego St.,2014,13,S16
VCU,2014,12,R64
Iowa St.,2014,14,S16
Baylor,2014,11,S16
North Carolina,2014,11,R32
Oklahoma,2014,12,R64
Cincinnati,2014,12,R64
Oregon,2014,10,R32
New Mexico,2014,10,R64
SMU,2014,0,NIT
Harvard,2014,5,R32
Saint Joseph's,2014,7,R64
Texas,2014,10,R32
Minnesota,2014,0,NIT
Memphis,2014,9,R32
Saint Louis,2014,12,R32
Kansas St.,2014,8,R64
Stanford,2014,7,S16
Louisiana Tech,2014,0,NIT
Arkansas,2014,0,NIT
Florida St.,2014,0,NIT
Utah,2014,0,NIT
Arizona St.,2014,7,R64
Providence,2014,6,R64
Indiana,2014,0,NIT
Maryland,2014,0,NIT
Georgetown,2014,0,NIT
Dayton,2014,6,E8
Nebraska,2014,6,R64
George Washington,2014,8,R64
Clemson,2014,0,NIT
St. John's,2014,0,NIT
BYU,2014,7,R64
North Carolina St.,2014,5,R64
Illinois,2014,0,NIT
West Virginia,2014,0,NIT
LSU,2014,0,NIT
Xavier,2014,5,R64
Massachusetts,2014,11,R64
Marquette,2014,0,NIT
Saint Mary's,2014,0,NIT
Miami FL,2014,0,NIT
Colorado,2014,9,R64
California,2014,0,NIT
Missouri,2014,0,NIT
North Dakota St.,2014,5,R32
Alabama,2014,0,NIT
Boise St.,2014,0,NIT
Tulsa,2014,4,R64
Stephen F. Austin,2014,5,R32
Manhattan,2014,4,R64
UNLV,2014,0,NIT
St. Bonaventure,2014,0,NIT
Penn St.,2014,0,NIT
Middle Tennessee,2014,0,NIT
Iona,2014,0,NIT
New Mexico St.,2014,4,R64
Georgia St.,2014,0,NIT
Northern Iowa,2014,0,NIT
Seton Hall,2014,0,NIT
Mississippi,2014,0,NIT
Georgia,2014,0,NIT
Southern Miss,2014,0,NIT
Purdue,2014,0,NIT
Green Bay,2014,0,NIT
Texas Tech,2014,0,NIT
Notre Dame,2014,0,NIT
San Francisco,2014,0,NIT
Georgia Tech,2014,0,NIT
Butler,2014,0,NIT
North Carolina Central,2014,3,R64
Mercer,2014,3,R32
Oregon St.,2014,0,NIT
Belmont,2014,0,NIT
Richmond,2014,0,NIT
UTEP,2014,0,NIT
Princeton,2014,0,NIT
UC Irvine,2014,0,NIT
Vermont,2014,0,NIT
Cleveland St.,2014,0,NIT
Texas A&M,2014,0,NIT
Washington,2014,0,NIT
La Salle,2014,0,NIT
Fresno St.,2014,0,NIT
Auburn,2014,0,NIT
UC Santa Barbara,2014,0,NIT
Buffalo,2014,0,NIT
Vanderbilt,2014,0,NIT
Louisiana Lafayette,2014,3,R64
Portland,2014,0,NIT
Boston University,2014,0,NIT
Davidson,2014,0,NIT
Wake Forest,2014,0,NIT
South Carolina,2014,0,NIT
Rhode Island,2014,0,NIT
Wyoming,2014,0,NIT
Indiana St.,2014,0,NIT
Delaware,2014,4,R64
Northwestern,2014,0,NIT
Boston College,2014,0,NIT
American,2014,2,R64
Eastern Kentucky,2014,2,R64
Utah St.,2014,0,NIT
San Diego,2014,0,NIT
Toledo,2014,0,NIT
George Mason,2014,0,NIT
Eastern Michigan,2014,0,NIT
Murray St.,2014,0,NIT
Columbia,2014,0,NIT
Akron,2014,0,NIT
Ohio,2014,0,NIT
Houston,2014,0,NIT
Canisius,2014,0,NIT
Drexel,2014,0,NIT
Colorado St.,2014,0,NIT
Wright St.,2014,0,NIT
Hawaii,2014,0,NIT
Western Michigan,2014,3,R64
IPFW,2014,0,NIT
Nevada,2014,0,NIT
Holy Cross,2014,0,NIT
South Dakota St.,2014,0,NIT
Duquesne,2014,0,NIT
Illinois St.,2014,0,NIT
Southern Illinois,2014,0,NIT
Bucknell,2014,0,NIT
Pacific,2014,0,NIT
Towson,2014,0,NIT
Arkansas St.,2014,0,NIT
USC,2014,0,NIT
Denver,2014,0,NIT
Temple,2014,0,NIT
Virginia Tech,2014,0,NIT
Long Beach St.,2014,0,NIT
Santa Clara,2014,0,NIT
Siena,2014,0,NIT
Missouri St.,2014,0,NIT
UAB,2014,0,NIT
UCF,2014,0,NIT
William & Mary,2014,0,NIT
Milwaukee,2014,2,R64
Quinnipiac,2014,0,NIT
Pepperdine,2014,0,NIT
Colgate,2014,0,NIT
Yale,2014,0,NIT
Brown,2014,0,NIT
Old Dominion,2014,0,NIT
Albany,2014,1,R64
Charlotte,2014,0,NIT
USC Upstate,2014,0,NIT
Stony Brook,2014,0,NIT
Weber St.,2014,1,R64
Western Kentucky,2014,0,NIT
College of Charleston,2014,0,NIT
Valparaiso,2014,0,NIT
Nebraska Omaha,2014,0,NIT
DePaul,2014,0,NIT
Robert Morris,2014,0,NIT
Loyola Marymount,2014,0,NIT
Oral Roberts,2014,0,NIT
Youngstown St.,2014,0,NIT
Rutgers,2014,0,NIT
Washington St.,2014,0,NIT
Drake,2014,0,NIT
Florida Gulf Coast,2014,0,NIT
Oakland,2014,0,NIT
Mississippi St.,2014,0,NIT
Evansville,2014,0,NIT
Sam Houston St.,2014,0,NIT
Elon,2014,0,NIT
Cal Poly,2014,1,R64
Southern,2014,0,NIT
Northwestern St.,2014,0,NIT
Morehead St.,2014,0,NIT
Wofford,2014,2,R64
VMI,2014,0,NIT
Fordham,2014,0,NIT
Detroit,2014,0,NIT
Wagner,2014,0,NIT
Kent St.,2014,0,NIT
South Florida,2014,0,NIT
St. Francis NY,2014,0,NIT
TCU,2014,0,NIT
Bradley,2014,0,NIT
Miami OH,2014,0,NIT
Northern Illinois,2014,0,NIT
Bryant,2014,0,NIT
Mount St. Mary's,2014,1,R64
East Carolina,2014,0,NIT
Coastal Carolina,2014,1,R64
UNC Asheville,2014,0,NIT
Northeastern,2014,0,NIT
Charleston Southern,2014,0,NIT
Eastern Washington,2014,0,NIT
South Alabama,2014,0,NIT
Montana,2014,0,NIT
UT Arlington,2014,0,NIT
Utah Valley,2014,0,NIT
Army,2014,0,NIT
North Texas,2014,0,NIT
Marshall,2014,0,NIT
Gardner Webb,2014,0,NIT
Marist,2014,0,NIT
Loyola Chicago,2014,0,NIT
High Point,2014,0,NIT
Southeast Missouri St.,2014,0,NIT
Arkansas Little Rock,2014,0,NIT
Morgan St.,2014,0,NIT
Rider,2014,0,NIT
Bowling Green,2014,0,NIT
Winthrop,2014,0,NIT
Florida Atlantic,2014,0,NIT
Hampton,2014,0,NIT
FIU,2014,0,NIT
Cal St. Bakersfield,2014,0,NIT
Lafayette,2014,0,NIT
Air Force,2014,0,NIT
Radford,2014,0,NIT
Sacramento St.,2014,0,NIT
Texas A&M Corpus Chris,2014,0,NIT
Cal St. Northridge,2014,0,NIT
Hartford,2014,0,NIT
Texas Southern,2014,1,R64
Norfolk St.,2014,0,NIT
Seattle,2014,0,NIT
Saint Peter's,2014,0,NIT
Grand Canyon,2014,0,NIT
Illinois Chicago,2014,0,NIT
Northern Colorado,2014,0,NIT
Idaho,2014,0,NIT
Hofstra,2014,0,NIT
East Tennessee St.,2014,0,NIT
Troy,2014,0,NIT
Fairfield,2014,0,NIT
Penn,2014,0,NIT
Tennessee Tech,2014,0,NIT
Western Carolina,2014,0,NIT
Lehigh,2014,0,NIT
Louisiana Monroe,2014,0,NIT
Dartmouth,2014,0,NIT
Cal St. Fullerton,2014,0,NIT
Texas St.,2014,0,NIT
North Dakota,2014,0,NIT
James Madison,2014,0,NIT
UNC Wilmington,2014,0,NIT
Lipscomb,2014,0,NIT
Idaho St.,2014,0,NIT
Northern Arizona,2014,0,NIT
South Dakota,2014,0,NIT
North Florida,2014,0,NIT
Monmouth,2014,0,NIT
Niagara,2014,0,NIT
Austin Peay,2014,0,NIT
Western Illinois,2014,0,NIT
Portland St.,2014,0,NIT
Chattanooga,2014,0,NIT
Central Michigan,2014,0,NIT
Incarnate Word,2014,0,NIT
UMKC,2014,0,NIT
Liberty,2014,0,NIT
Savannah St.,2014,0,NIT
Tulane,2014,0,NIT
Rice,2014,0,NIT
UC Riverside,2014,0,NIT
Chicago St.,2014,0,NIT
Ball St.,2014,0,NIT
Fairleigh Dickinson,2014,0,NIT
Eastern Illinois,2014,0,NIT
Georgia Southern,2014,0,NIT
UT Rio Grande Valley,2014,0,NIT
Loyola MD,2014,0,NIT
SIU Edwardsville,2014,0,NIT
UTSA,2014,0,NIT
Navy,2014,0,NIT
Jacksonville,2014,0,NIT
Coppin St.,2014,0,NIT
UC Davis,2014,0,NIT
Tennessee St.,2014,0,NIT
San Jose St.,2014,0,NIT
Northern Kentucky,2014,0,NIT
Nicholls St.,2014,0,NIT
Central Connecticut,2014,0,NIT
Jackson St.,2014,0,NIT
Alabama A&M,2014,0,NIT
Montana St.,2014,0,NIT
Tennessee Martin,2014,0,NIT
Sacred Heart,2014,0,NIT
Jacksonville St.,2014,0,NIT
Southeastern Louisiana,2014,0,NIT
Florida A&M,2014,0,NIT
LIU Brooklyn,2014,0,NIT
St. Francis PA,2014,0,NIT
UNC Greensboro,2014,0,NIT
Arkansas Pine Bluff,2014,0,NIT
NJIT,2014,0,NIT
Delaware St.,2014,0,NIT
McNeese St.,2014,0,NIT
Samford,2014,0,NIT
Alabama St.,2014,0,NIT
Campbell,2014,0,NIT
Central Arkansas,2014,0,NIT
IUPUI,2014,0,NIT
Cornell,2014,0,NIT
Alcorn St.,2014,0,NIT
Prairie View A&M,2014,0,NIT
Binghamton,2014,0,NIT
New Orleans,2014,0,NIT
New Hampshire,2014,0,NIT
Lamar,2014,0,NIT
UMass Lowell,2014,0,NIT
Kennesaw St.,2014,0,NIT
Appalachian St.,2014,0,NIT
UMBC,2014,0,NIT
Howard,2014,0,NIT
Stetson,2014,0,NIT
Furman,2014,0,NIT
North Carolina A&T,2014,0,NIT
Houston Baptist,2014,0,NIT
Maryland Eastern Shore,2014,0,NIT
Bethune Cookman,2014,0,NIT
Longwood,2014,0,NIT
Abilene Christian,2014,0,NIT
Maine,2014,0,NIT
The Citadel,2014,0,NIT
South Carolina St.,2014,0,NIT
Mississippi Valley St.,2014,0,NIT
Presbyterian,2014,0,NIT
Grambling St.,2014,0,NIT
Southern Utah,2014,0,NIT
Kentucky,2015,16,F4
Duke,2015,16,CHMP
Wisconsin,2015,16,F2
Arizona,2015,15,E8
Villanova,2015,16,R32
Virginia,2015,15,R32
Utah,2015,12,S16
North Carolina,2015,13,S16
Gonzaga,2015,15,E8
Notre Dame,2015,14,E8
Oklahoma,2015,14,S16
Michigan St.,2015,10,F4
Baylor,2015,14,R64
Kansas,2015,15,R32
Louisville,2015,13,E8
Wichita St.,2015,10,S16
Northern Iowa,2015,12,R32
Iowa,2015,10,R32
Butler,2015,11,R32
Ohio St.,2015,7,R32
Iowa St.,2015,14,R64
Xavier,2015,11,S16
Texas,2015,6,R64
Georgetown,2015,13,R32
Providence,2015,11,R64
Florida,2015,0,NIT
West Virginia,2015,12,S16
BYU,2015,6,R64
Arkansas,2015,12,R32
San Diego St.,2015,9,R32
North Carolina St.,2015,9,S16
Purdue,2015,8,R64
SMU,2015,11,R64
Maryland,2015,13,R32
St. John's,2015,8,R64
Syracuse,2015,0,NIT
Georgia,2015,7,R64
LSU,2015,8,R64
Indiana,2015,7,R64
Oklahoma St.,2015,8,R64
Miami FL,2015,0,NIT
Davidson,2015,7,R64
UCLA,2015,6,S16
Stanford,2015,0,NIT
Cincinnati,2015,9,R32
Oregon,2015,9,R32
VCU,2015,10,R64
Vanderbilt,2015,0,NIT
Michigan,2015,0,NIT
TCU,2015,0,NIT
Boise St.,2015,6,R64
Minnesota,2015,0,NIT
Illinois,2015,0,NIT
South Carolina,2015,0,NIT
Dayton,2015,6,R32
Texas A&M,2015,0,NIT
Mississippi,2015,6,R64
Temple,2015,0,NIT
Richmond,2015,0,NIT
Saint Mary's,2015,0,NIT
Clemson,2015,0,NIT
Illinois St.,2015,0,NIT
Stephen F. Austin,2015,5,R64
Rhode Island,2015,0,NIT
Alabama,2015,0,NIT
Colorado St.,2015,0,NIT
Georgia St.,2015,3,R32
Murray St.,2015,0,NIT
George Washington,2015,0,NIT
Pittsburgh,2015,0,NIT
Buffalo,2015,5,R64
Arizona St.,2015,0,NIT
Valparaiso,2015,4,R64
Penn St.,2015,0,NIT
Old Dominion,2015,0,NIT
Memphis,2015,0,NIT
Green Bay,2015,0,NIT
Georgia Tech,2015,0,NIT
Creighton,2015,0,NIT
Boston College,2015,0,NIT
Seton Hall,2015,0,NIT
Kansas St.,2015,0,NIT
Marquette,2015,0,NIT
UC Irvine,2015,4,R64
Tulsa,2015,0,NIT
Connecticut,2015,0,NIT
Florida St.,2015,0,NIT
Harvard,2015,4,R64
Oregon St.,2015,0,NIT
Louisiana Tech,2015,0,NIT
Central Michigan,2015,0,NIT
Sam Houston St.,2015,0,NIT
Toledo,2015,0,NIT
UNLV,2015,0,NIT
Yale,2015,0,NIT
Colorado,2015,0,NIT
UTEP,2015,0,NIT
Wake Forest,2015,0,NIT
San Diego,2015,0,NIT
UC Santa Barbara,2015,0,NIT
La Salle,2015,0,NIT
Tennessee,2015,0,NIT
South Dakota St.,2015,0,NIT
