teamName,year,prev_3s_recruits,prev_4s_recruits,prev_5s_recruits,curr_3s_recruits,curr_4s_recruits,curr_5s_recruits,seed_points,NIT,R64,R32,S16,E8,F4,F2,CHMP,returningMins%,sos,adjTempo,win ratio,overall efficiency,stars,label
Cincinnati,2013,4,2,0,0,0,0,2.446555046,0,0,0,1,0,0,0,0,0.6958,0.299664946,-1.024601955,0.702702703,1.525932483,-0.845030615,1
Cincinnati,2014,0,0,0,3,1,0,1.406144143,0,1,0,0,0,0,0,0,0.5846,0.312473059,-0.637225086,0.647058824,1.349673432,-0.845030615,1
Cincinnati,2015,3,1,0,2,2,0,2.706657771,0,1,0,0,0,0,0,0,0.4636,0.256892324,-1.27972002,0.794117647,1.436453598,-0.845030615,1
Cincinnati,2016,2,2,0,1,2,0,1.926349594,0,0,1,0,0,0,0,0,0.855,0.217896059,-2.275729725,0.676470588,1.202810423,0.434097483,1
Cincinnati,2017,1,2,0,1,1,0,1.666246869,0,1,0,0,0,0,0,0,0.598,0.243833152,-0.476797929,0.666666667,1.379116378,0.434097483,1
Cincinnati,2018,1,1,0,4,1,0,2.446555046,0,0,1,0,0,0,0,0,0.6662,0.249210778,-0.679789031,0.833333333,1.937882768,-0.845030615,1
Cincinnati,2019,4,1,0,4,0,0,3.486965948,0,0,1,0,0,0,0,0,0.5856,0.220066833,-0.416184309,0.861111111,2.006859389,-0.845030615,1
Cincinnati,2020,4,0,0,2,1,0,2.18645232,0,1,0,0,0,0,0,0,0.553110617,0.249578429,-1.258036687,0.8,1.521604116,1.937072999,1
Cincinnati,2021,2,1,0,5,0,0,1.146041417,0,1,0,0,0,0,0,0,0.481992799,0.241057533,0.202987513,0.666666667,1.134067177,1.617290974,1
Clemson,2013,4,1,0,4,1,0,-0.414574936,1,0,0,0,0,0,0,0,0.5066,0.211371613,-1.125534284,0.516129032,0.833286323,0.274206471,0
Clemson,2014,4,1,0,2,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6446,0.260534097,-1.628800135,0.419354839,0.455289515,-0.845030615,0
Clemson,2015,2,0,0,1,1,0,-0.414574936,1,0,0,0,0,0,0,0,0.7076,0.269917611,-2.357675198,0.638888889,1.06440049,-0.205466566,0
Clemson,2016,1,1,0,1,1,0,-0.414574936,1,0,0,0,0,0,0,0,0.6434,0.303581355,-1.681845209,0.516129032,0.9457228,0.977726925,0
Clemson,2017,1,1,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6944,0.284946742,-0.97222764,0.548387097,1.168361334,1.073661532,0
Clemson,2018,1,0,0,3,1,0,-0.414574936,1,0,0,0,0,0,0,0,0.5516,0.353595394,0.074232869,0.515151515,1.375957751,0.434097483,0
Clemson,2019,3,1,0,3,0,0,2.706657771,0,0,0,1,0,0,0,0,0.6324,0.326486714,-0.086910613,0.714285714,1.630081966,0.434097483,1
Clemson,2020,3,0,0,2,1,0,-0.414574936,1,0,0,0,0,0,0,0,0.403319331,0.290002059,-0.503657759,0.588235294,1.38290307,3.535983122,0
Clemson,2021,2,1,0,0,3,0,-0.414574936,1,0,0,0,0,0,0,0,0.677335464,0.271254226,-0.472923896,0.516129032,0.86752509,-0.845030615,0
Cleveland St.,2013,3,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.458,0.17371125,-0.829424478,0.65625,0.633247623,-0.109531959,0
Cleveland St.,2014,0,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.716,0.179995586,-0.675385681,0.379310345,-0.811161516,0.53003209,0
Cleveland St.,2015,1,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.5272,0.147478742,-0.974990064,0.612903226,0.583541033,0.593988495,0
Cleveland St.,2016,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.3066,0.176337594,-1.927572608,0.53125,0.423265514,-0.205466566,0
Cleveland St.,2017,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6798,0.1637998,-0.842047028,0.233333333,-0.934166696,-0.205466566,0
Cleveland St.,2018,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6084,0.1513606,-0.091077196,0.266666667,-0.634744547,0.753879508,0
Cleveland St.,2019,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.4162,0.131423412,0.223621836,0.323529412,-0.938771011,-0.205466566,0
Cleveland St.,2020,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.534799997,0.128381517,0.541087213,0.275862069,-0.767674276,-0.205466566,0
Cleveland St.,2021,0,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.763658192,0.125966194,-0.058407776,0.322580645,-1.085536876,-0.845030615,0
Coastal Carolina,2013,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.404,0.09366663,-0.803864962,0.555555556,-0.245944971,-0.845030615,0
Coastal Carolina,2014,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.617,0.089078231,-0.763684969,0.423076923,-0.493832814,1.297508949,0
Coastal Carolina,2015,0,0,0,0,0,0,-0.154472211,0,1,0,0,0,0,0,0,0.8352,0.109929645,-0.001376487,0.580645161,-0.314010725,-0.045575554,1
Coastal Carolina,2016,0,0,0,0,0,0,-0.154472211,0,1,0,0,0,0,0,0,0.7176,0.115521567,-1.08411293,0.666666667,0.140276944,-0.845030615,1
Coastal Carolina,2017,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6214,0.096998467,0.004088668,0.6,-0.073527132,-0.845030615,0
Coastal Carolina,2018,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.521,0.140447892,0.753628453,0.486486486,-0.385795589,-0.845030615,0
Coastal Carolina,2019,0,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.5262,0.110349586,0.4505605,0.379310345,-0.351872271,-0.845030615,0
Coastal Carolina,2020,1,0,0,2,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.531187519,0.142886344,0.597771872,0.46875,0.184520219,-0.845030615,0
Coastal Carolina,2021,2,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.592725828,0.134752484,1.593146976,0.451612903,-0.182763477,0.434097483,0
Colgate,2013,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.5774,0.137032433,-0.358006522,0.266666667,-1.41911568,0.434097483,0
Colgate,2014,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.682,0.167145281,-0.091524471,0.34375,-0.732733779,-0.845030615,0
Colgate,2015,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.7192,0.129811567,-1.030351132,0.4,0.011411487,0.753879508,0
Colgate,2016,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.2828,0.121565063,-1.998607459,0.46875,-0.142830515,-0.845030615,0
Colgate,2017,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.7146,0.11176,-0.583932105,0.413793103,-0.798697977,-0.845030615,0
Colgate,2018,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.9042,0.128733903,-0.31302488,0.290322581,-0.870516283,-0.845030615,0
Colgate,2019,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6148,0.099047563,0.036495879,0.5625,-0.288168506,0.977726925,0
Colgate,2020,0,0,0,0,0,0,0.105630515,0,1,0,0,0,0,0,0,0.709832139,0.128925706,-0.351905717,0.676470588,0.319345668,-0.205466566,1
Colgate,2021,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.68365308,0.102749939,0.254371654,0.727272727,0.232300825,0.114315458,0
College of Charleston,2013,1,1,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.7318,0.126795194,0.069294618,0.612903226,0.148666143,-0.845030615,0
College of Charleston,2014,0,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.7182,0.114951029,-0.990359777,0.705882353,0.224240797,-0.845030615,0
College of Charleston,2015,1,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.5558,0.138136452,-1.553009126,0.419354839,-0.05200791,-0.045575554,0
College of Charleston,2016,1,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.5192,0.146365788,-1.873798755,0.272727273,-0.765493806,1.073661532,0
College of Charleston,2017,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.8554,0.154328267,-0.811614102,0.533333333,0.258078019,1.713225581,0
College of Charleston,2018,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.9158,0.153131706,-0.573601933,0.705882353,0.432463542,1.073661532,0
College of Charleston,2019,0,0,0,0,0,0,0.625835966,0,1,0,0,0,0,0,0,0.6324,0.116216688,-0.486536034,0.75,0.207647601,1.393443557,1
College of Charleston,2020,0,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.637382424,0.123229031,-0.692854287,0.71875,0.321104341,-0.205466566,0
College of Charleston,2021,1,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.481889137,0.1422162,-0.536870586,0.533333333,-0.020150784,2.033007606,0
Colorado,2013,4,0,0,4,2,0,1.146041417,0,0,1,0,0,0,0,0,0.5478,0.241514471,-0.483851811,0.647058824,0.892023691,-0.845030615,1
Colorado,2014,4,2,0,1,1,0,1.406144143,0,1,0,0,0,0,0,0,0.6396,0.304061424,-0.61947877,0.636363636,1.236348239,-0.845030615,1
Colorado,2015,1,1,0,1,1,0,1.926349594,0,1,0,0,0,0,0,0,0.8856,0.296470286,-0.180391166,0.657142857,0.907742256,0.114315458,1
Colorado,2016,1,1,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.5872,0.258297294,-0.754681806,0.470588235,0.589140399,-0.205466566,0
Colorado,2017,1,0,0,2,0,0,1.926349594,0,1,0,0,0,0,0,0,0.6456,0.278180909,0.757295726,0.636363636,1.059643416,0.338162876,1
Colorado,2018,2,0,0,2,2,0,-0.414574936,1,0,0,0,0,0,0,0,0.3898,0.242491,0.549683376,0.545454545,0.778324503,-0.845030615,0
Colorado,2019,2,2,0,3,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.5796,0.238573219,0.53324423,0.53125,0.485364507,-0.205466566,0
Colorado,2020,3,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.941188239,0.174975139,0.153009787,0.638888889,0.826123895,-0.845030615,0
Colorado,2021,1,0,0,3,1,0,1.926349594,0,0,1,0,0,0,0,0,0.592229128,0.265785094,0.183005194,0.65625,1.21344556,0.018380851,1
Colorado St.,2013,0,0,0,0,0,0,1.146041417,0,1,0,0,0,0,0,0,0.542,0.223311625,-0.920114874,0.625,0.73186513,-0.845030615,1
Colorado St.,2014,0,0,0,0,0,0,1.926349594,0,0,1,0,0,0,0,0,0.2526,0.265023182,-0.858652541,0.727272727,1.525145151,1.297508949,1
Colorado St.,2015,0,0,0,2,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6022,0.188877533,-0.239989447,0.466666667,0.209939037,1.937072999,0
Colorado St.,2016,2,0,0,1,1,0,-0.414574936,1,0,0,0,0,0,0,0,0.403,0.153182212,-0.137925085,0.787878788,0.955059064,-0.845030615,0
Colorado St.,2017,1,1,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.3446,0.159785094,0.438731466,0.5,0.186082522,2.448724238,0
Colorado St.,2018,0,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.5454,0.174458559,0.097267233,0.647058824,0.668429029,-0.205466566,0
Colorado St.,2019,1,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.5126,0.211513903,1.10544945,0.322580645,-0.423609645,0.338162876,0
Colorado St.,2020,1,0,0,4,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.685400005,0.150276387,-0.161157184,0.35483871,-0.118449503,1.073661532,0
Colorado St.,2021,4,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.656731342,0.197628613,0.572651299,0.612903226,0.474073168,-0.845030615,0
Columbia,2013,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6396,0.128402821,-1.30428822,0.464285714,-0.189803479,-0.845030615,0
Columbia,2014,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6172,0.115857885,-1.845319781,0.384615385,-0.276476359,-0.845030615,0
Columbia,2015,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6136,0.140809273,-1.845987136,0.606060606,0.305406392,-0.845030615,0
Columbia,2016,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.7482,0.137416278,-2.217225789,0.444444444,0.04599066,-0.845030615,0
Columbia,2017,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.4026,0.128570545,-0.508490011,0.696969697,0.493558624,-0.845030615,0
Columbia,2018,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6344,0.132079885,0.885123185,0.384615385,-0.49417132,-0.845030615,0
Columbia,2019,0,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.555,0.152699538,1.138277081,0.269230769,-0.440976281,-0.205466566,0
Columbia,2020,1,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.628548576,0.135069,-0.030975546,0.307692308,-0.290887632,-0.845030615,0
Connecticut,2013,0,1,1,1,2,0,1.666246869,0,1,0,0,0,0,0,0,0.4798,0.297827941,-1.075330329,0.588235294,1.264018471,0.434097483,1
Connecticut,2014,1,2,0,1,2,0,-0.414574936,1,0,0,0,0,0,0,0,0.8814,0.301186333,-0.681232337,0.666666667,1.234303459,1.297508949,0
Connecticut,2015,1,2,0,2,0,1,2.18645232,0,0,0,0,0,0,0,1,0.4132,0.315240075,-0.852656719,0.8,1.777422793,-0.845030615,1
Connecticut,2016,2,0,1,0,1,1,-0.414574936,1,0,0,0,0,0,0,0,0.698,0.231381543,-1.570531087,0.571428571,0.670069734,2.033007606,0
Connecticut,2017,0,1,1,1,4,0,1.666246869,0,0,1,0,0,0,0,0,0.42,0.257682861,-0.214857446,0.694444444,1.422482306,-0.845030615,1
Connecticut,2018,1,4,0,2,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.3366,0.269216844,-0.446675931,0.46875,0.599048927,1.393443557,0
Connecticut,2019,2,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6446,0.263973406,0.197358136,0.4375,-0.138266592,1.073661532,0
Connecticut,2020,1,0,0,1,3,0,-0.414574936,1,0,0,0,0,0,0,0,0.658126506,0.243189576,0.432241156,0.484848485,0.556120509,0.114315458,0
Connecticut,2021,1,3,0,1,2,0,-0.414574936,1,0,0,0,0,0,0,0,0.67193123,0.221305968,0.265490338,0.612903226,1.032015401,-0.205466566,0
Coppin St.,2013,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.275,0.134311963,0.475607222,0.407407407,-1.003171785,-0.845030615,0
Coppin St.,2014,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.7402,0.148086677,0.3873785,0.225806452,-1.209252679,-0.845030615,0
Coppin St.,2015,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6902,0.139333258,0.187063947,0.35483871,-1.108863387,-0.845030615,0
Coppin St.,2016,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.2568,0.156407367,2.155664213,0.233333333,-1.576697202,0.753879508,0
Coppin St.,2017,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.571,0.153344724,1.132305329,0.24137931,-1.386894706,0.434097483,0
Coppin St.,2018,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.417,0.121017733,0.775673208,0.233333333,-2.092600858,0.434097483,0
Coppin St.,2019,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.5934,0.14447375,0.367797318,0.15625,-1.981943794,-0.845030615,0
Coppin St.,2020,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.329465888,0.157510515,0.865060698,0.242424242,-1.793293095,2.033007606,0
Coppin St.,2021,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.308385027,0.094183387,1.943947299,0.35483871,-1.373979506,0.434097483,0
Cornell,2013,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.654,0.172019333,0.417734682,0.407407407,-0.348344496,-0.845030615,0
Cornell,2014,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.2928,0.1565416,0.212554837,0.4,-0.698039229,-0.845030615,0
Cornell,2015,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.568,0.197492815,-0.451813095,0.037037037,-1.528381819,-0.845030615,0
Cornell,2016,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.4356,0.137022966,-0.730769629,0.413793103,-0.364987287,-0.845030615,0
Cornell,2017,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.8762,0.170783111,1.830765704,0.333333333,-0.906866758,-0.845030615,0
Cornell,2018,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.54,0.160356143,1.22091786,0.25,-0.713205385,-0.845030615,0
Cornell,2019,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.8138,0.130609481,0.977138285,0.407407407,-0.616769918,-0.845030615,0
Cornell,2020,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.456691333,0.150435103,0.093603106,0.448275862,-0.41565148,-0.205466566,0
Creighton,2013,1,0,0,0,0,0,1.926349594,0,0,1,0,0,0,0,0,0.8354,0.215114886,-0.120552702,0.828571429,1.336402265,-0.845030615,1
Creighton,2014,0,0,0,0,0,0,2.18645232,0,0,1,0,0,0,0,0,0.811,0.250852417,-0.719780476,0.777777778,1.791058817,-0.845030615,1
Creighton,2015,0,0,0,1,1,0,3.226863223,0,0,1,0,0,0,0,0,0.4396,0.271372686,-0.661153194,0.771428571,1.951532298,1.809160189,1
Creighton,2016,1,1,0,2,1,0,-0.414574936,1,0,0,0,0,0,0,0,0.4176,0.307569848,-1.406355791,0.424242424,0.822992846,0.114315458,0
Creighton,2017,2,1,0,2,1,0,-0.414574936,1,0,0,0,0,0,0,0,0.7252,0.292617,1.19276074,0.571428571,1.381295199,0.434097483,0
Creighton,2018,2,1,0,0,3,0,2.446555046,0,1,0,0,0,0,0,0,0.5372,0.310766412,1.633122992,0.705882353,1.614995062,1.553334569,1
Creighton,2019,0,3,0,2,1,0,1.926349594,0,1,0,0,0,0,0,0,0.4148,0.331000875,1.500697538,0.625,1.578319133,0.434097483,1
Creighton,2020,2,1,0,2,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.55488902,0.263488382,0.327476762,0.558823529,1.138240567,1.393443557,0
Creighton,2021,2,0,0,1,2,0,3.486965948,0,0,0,0,1,0,0,0,0.751948828,0.3252328,0.257717116,0.766666667,2.022372183,0.274206471,1
Dartmouth,2013,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6008,0.120961448,-1.255178897,0.137931034,-1.000598947,-0.845030615,0
Dartmouth,2014,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.8848,0.128300667,-0.910153459,0.296296296,-0.859251322,-0.845030615,0
Dartmouth,2015,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.7996,0.143088192,-1.056716368,0.384615385,-0.660432326,0.114315458,0
Dartmouth,2016,0,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.595,0.117503724,-1.239978592,0.482758621,-0.279297238,-0.845030615,0
Dartmouth,2017,1,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.5868,0.145668407,0.210559579,0.333333333,-0.389357603,-0.845030615,0
Dartmouth,2018,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.5352,0.135765889,0.371140207,0.259259259,-1.060266528,-0.845030615,0
Dartmouth,2019,0,0,0,2,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.678,0.118287923,0.109341164,0.230769231,-1.063824035,-0.205466566,0
Dartmouth,2020,2,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.70951619,0.14553375,-0.496032856,0.321428571,-0.307249784,-0.845030615,0
Davidson,2013,0,0,0,0,0,0,0.625835966,0,1,0,0,0,0,0,0,0.9452,0.157670906,0.256779457,0.75,0.972597097,-0.205466566,1
Davidson,2014,0,0,0,0,0,0,0.365733241,0,1,0,0,0,0,0,0,0.5286,0.143052424,-0.712924344,0.757575758,1.033028394,-0.845030615,1
Davidson,2015,0,0,0,2,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.5896,0.166471438,0.115725029,0.59375,0.49105026,-0.845030615,0
Davidson,2016,2,0,0,1,0,0,1.406144143,0,1,0,0,0,0,0,0,0.814,0.22462,-0.100064839,0.741935484,1.360965043,-0.205466566,1
Davidson,2017,1,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.7506,0.243922938,1.194620258,0.59375,0.586013785,-0.845030615,0
Davidson,2018,0,0,0,0,1,0,-0.414574936,1,0,0,0,0,0,0,0,0.7554,0.223412094,0.677667103,0.53125,0.853902455,-0.845030615,0
Davidson,2019,0,1,0,0,0,0,0.885938692,0,1,0,0,0,0,0,0,0.5232,0.191765788,-0.6229109,0.636363636,1.220355925,-0.845030615,1
Davidson,2020,0,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.776555316,0.173183515,-0.915222486,0.696969697,0.624985117,-0.845030615,0
Davidson,2021,1,0,0,2,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.690185884,0.207390533,-0.90801784,0.533333333,0.954253014,-0.845030615,0
Dayton,2013,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.378,0.221855121,-0.716058188,0.606060606,0.92607312,1.713225581,0
Dayton,2014,0,0,0,2,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6538,0.229734161,-0.34325901,0.548387097,1.040664127,-0.845030615,0
Dayton,2015,2,0,0,1,1,0,1.146041417,0,0,0,0,1,0,0,0,0.544,0.25314273,-0.67654187,0.702702703,1.162214801,0.434097483,1
Dayton,2016,1,1,0,3,0,0,1.146041417,0,0,1,0,0,0,0,0,0.7668,0.206509361,-1.159158166,0.75,1.050618153,0.338162876,1
Dayton,2017,3,0,0,1,1,0,2.18645232,0,1,0,0,0,0,0,0,0.7842,0.218279788,0.299334427,0.757575758,1.071758484,-0.845030615,1
Dayton,2018,1,1,0,2,0,0,2.18645232,0,1,0,0,0,0,0,0,0.313,0.213480613,0.654282651,0.741935484,1.213122369,-0.845030615,1
Dayton,2019,2,0,0,1,1,0,-0.414574936,1,0,0,0,0,0,0,0,0.5912,0.164393419,-0.088432987,0.451612903,0.125679246,1.713225581,0
Dayton,2020,1,1,0,2,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.685874345,0.197853545,-0.910858384,0.636363636,1.01090177,0.114315458,0
Dayton,2021,2,0,0,2,0,0,3.747068674,0,0,0,0,0,1,0,0,0.46809362,0.196511258,0.010217369,0.935483871,2.186298928,0.434097483,1
Delaware,2013,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.7448,0.141238781,0.167406486,0.5625,0.066468841,-0.845030615,0
Delaware,2014,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6242,0.184192636,0.008198222,0.575757576,-0.008900976,-0.205466566,0
Delaware,2015,0,0,0,0,0,0,0.625835966,0,1,0,0,0,0,0,0,0.3928,0.164111629,1.530328599,0.714285714,0.397260879,-0.845030615,1
Delaware,2016,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.8328,0.140151833,-0.545640453,0.333333333,-0.695469296,-0.205466566,0
Delaware,2017,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.5502,0.182360167,0.193099242,0.233333333,-0.79690909,-0.205466566,0
Delaware,2018,0,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6416,0.136188677,-0.361695484,0.35483871,-0.815781381,-0.045575554,0
Delaware,2019,1,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.544,0.110185581,-0.179929533,0.387096774,-0.525234429,1.169596139,0
Delaware,2020,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.3482876,0.103387,-1.322746539,0.483870968,-0.719692723,0.849814115,0
Delaware,2021,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.515709428,0.104190594,0.195203389,0.65625,0.096923501,0.434097483,0
Delaware St.,2013,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.788,0.10565337,-2.075990168,0.481481481,-0.683190818,-0.845030615,0
Delaware St.,2014,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.5216,0.12600871,-2.066903239,0.419354839,-1.217481236,-0.205466566,0
Delaware St.,2015,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6366,0.132473429,-2.388026549,0.25,-1.313972974,-0.845030615,0
Delaware St.,2016,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.299,0.131924559,-0.01807656,0.470588235,-0.888775855,-0.845030615,0
Delaware St.,2017,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.7446,0.117125367,-0.136304129,0.166666667,-2.041386713,-0.845030615,0
Delaware St.,2018,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.4398,0.111189433,-0.078956628,0.266666667,-1.641841109,-0.845030615,0
Delaware St.,2019,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.2722,0.088984467,-0.40438702,0.066666667,-2.433015448,0.593988495,0
Delaware St.,2020,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.535692864,0.070630552,0.81553875,0.137931034,-2.314552605,-0.845030615,0
Delaware St.,2021,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.7064,0.062999433,2.219738996,0.166666667,-1.991457298,0.210250066,0
Denver,2013,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6242,0.115763226,-1.971195802,0.709677419,0.870589216,0.114315458,0
Denver,2014,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6248,0.163086875,-2.66245237,0.6875,1.193716506,-0.845030615,0
Denver,2015,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.7618,0.160945767,-2.550478102,0.5,0.11285722,-0.845030615,0
Denver,2016,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.5002,0.124428167,-3.049811346,0.4,-0.317599095,-0.845030615,0
Denver,2017,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.6384,0.099187032,-1.759800697,0.516129032,-0.125064209,-0.845030615,0
Denver,2018,0,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.7794,0.099083167,0.189224154,0.533333333,-0.341864326,-0.845030615,0
Denver,2019,0,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.555,0.131559036,0.013735855,0.464285714,-0.27099505,1.393443557,0
Denver,2020,1,0,0,1,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.425629743,0.145116655,-0.058704026,0.24137931,-1.092393557,-0.845030615,0
Denver,2021,1,0,0,0,0,0,-0.414574936,1,0,0,0,0,0,0,0,0.614845938,0.127262167,1.075825052,0.2,-1.014087181,-0.205466566,0
